policy_name,confidence_threshold,risk_threshold,route_gap_threshold,min_route_cer_review_threshold,selected_route_CER,route_accuracy,false_safe_rate,text_probe_reduction_rate,direct_bypass_rate,fallback_rate,review_rate,mixed_bypass_count,separation_bypass_count,unsafe_bypass_count,selected_mixed_high_error_count,cost_score,sample_count,note
conf0.60_risk0.60_gap0.02_review0.70,0.6,0.6,0.02,0.7,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.03_review0.60,0.6,0.6,0.03,0.6,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.03_review0.65,0.6,0.6,0.03,0.65,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.03_review0.70,0.6,0.6,0.03,0.7,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.05_review0.60,0.6,0.6,0.05,0.6,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.05_review0.65,0.6,0.6,0.05,0.65,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.05_review0.70,0.6,0.6,0.05,0.7,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.10_review0.60,0.6,0.6,0.1,0.6,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.10_review0.65,0.6,0.6,0.1,0.65,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.60_risk0.60_gap0.10_review0.70,0.6,0.6,0.1,0.7,0.665826,0.533333,0.0,0.233333,0.233333,0.766667,0.316667,12,2,0,12,0.935,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.00_review0.60,0.7,0.2,0.0,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.00_review0.65,0.7,0.2,0.0,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.00_review0.70,0.7,0.2,0.0,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.02_review0.60,0.7,0.2,0.02,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.02_review0.65,0.7,0.2,0.02,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.02_review0.70,0.7,0.2,0.02,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.03_review0.60,0.7,0.2,0.03,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.03_review0.65,0.7,0.2,0.03,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.03_review0.70,0.7,0.2,0.03,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.05_review0.60,0.7,0.2,0.05,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.05_review0.65,0.7,0.2,0.05,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.05_review0.70,0.7,0.2,0.05,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.10_review0.60,0.7,0.2,0.1,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.10_review0.65,0.7,0.2,0.1,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.20_gap0.10_review0.70,0.7,0.2,0.1,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.70_risk0.30_gap0.00_review0.60,0.7,0.3,0.0,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.00_review0.65,0.7,0.3,0.0,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.00_review0.70,0.7,0.3,0.0,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.02_review0.60,0.7,0.3,0.02,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.02_review0.65,0.7,0.3,0.02,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.02_review0.70,0.7,0.3,0.02,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.03_review0.60,0.7,0.3,0.03,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.03_review0.65,0.7,0.3,0.03,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.03_review0.70,0.7,0.3,0.03,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.05_review0.60,0.7,0.3,0.05,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.05_review0.65,0.7,0.3,0.05,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.05_review0.70,0.7,0.3,0.05,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.10_review0.60,0.7,0.3,0.1,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.10_review0.65,0.7,0.3,0.1,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.30_gap0.10_review0.70,0.7,0.3,0.1,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.70_risk0.40_gap0.00_review0.60,0.7,0.4,0.0,0.6,0.549717,0.783333,0.0,0.333333,0.333333,0.666667,0.316667,11,9,0,12,0.88,60,safe_frontier_policy
conf0.70_risk0.40_gap0.00_review0.65,0.7,0.4,0.0,0.65,0.549717,0.783333,0.0,0.333333,0.333333,0.666667,0.316667,11,9,0,12,0.88,60,safe_frontier_policy
conf0.70_risk0.40_gap0.00_review0.70,0.7,0.4,0.0,0.7,0.549717,0.783333,0.0,0.333333,0.333333,0.666667,0.316667,11,9,0,12,0.88,60,safe_frontier_policy
conf0.70_risk0.40_gap0.02_review0.60,0.7,0.4,0.02,0.6,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.02_review0.65,0.7,0.4,0.02,0.65,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.02_review0.70,0.7,0.4,0.02,0.7,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.03_review0.60,0.7,0.4,0.03,0.6,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.03_review0.65,0.7,0.4,0.03,0.65,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.03_review0.70,0.7,0.4,0.03,0.7,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.05_review0.60,0.7,0.4,0.05,0.6,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.05_review0.65,0.7,0.4,0.05,0.65,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.05_review0.70,0.7,0.4,0.05,0.7,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.10_review0.60,0.7,0.4,0.1,0.6,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.10_review0.65,0.7,0.4,0.1,0.65,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.40_gap0.10_review0.70,0.7,0.4,0.1,0.7,0.578572,0.666667,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,safe_frontier_policy
conf0.70_risk0.50_gap0.00_review0.60,0.7,0.5,0.0,0.6,0.557717,0.766667,0.0,0.566667,0.566667,0.433333,0.316667,11,23,0,12,0.751667,60,safe_frontier_policy
conf0.70_risk0.50_gap0.00_review0.65,0.7,0.5,0.0,0.65,0.557717,0.766667,0.0,0.566667,0.566667,0.433333,0.316667,11,23,0,12,0.751667,60,safe_frontier_policy
conf0.70_risk0.50_gap0.00_review0.70,0.7,0.5,0.0,0.7,0.557717,0.766667,0.0,0.566667,0.566667,0.433333,0.316667,11,23,0,12,0.751667,60,safe_frontier_policy
conf0.70_risk0.50_gap0.02_review0.60,0.7,0.5,0.02,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.02_review0.65,0.7,0.5,0.02,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.02_review0.70,0.7,0.5,0.02,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.03_review0.60,0.7,0.5,0.03,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.03_review0.65,0.7,0.5,0.03,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.03_review0.70,0.7,0.5,0.03,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.05_review0.60,0.7,0.5,0.05,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.05_review0.65,0.7,0.5,0.05,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.05_review0.70,0.7,0.5,0.05,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.10_review0.60,0.7,0.5,0.1,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.10_review0.65,0.7,0.5,0.1,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.50_gap0.10_review0.70,0.7,0.5,0.1,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.00_review0.60,0.7,0.6,0.0,0.6,0.557717,0.766667,0.0,0.566667,0.566667,0.433333,0.316667,11,23,0,12,0.751667,60,safe_frontier_policy
conf0.70_risk0.60_gap0.00_review0.65,0.7,0.6,0.0,0.65,0.557717,0.766667,0.0,0.566667,0.566667,0.433333,0.316667,11,23,0,12,0.751667,60,safe_frontier_policy
conf0.70_risk0.60_gap0.00_review0.70,0.7,0.6,0.0,0.7,0.557717,0.766667,0.0,0.566667,0.566667,0.433333,0.316667,11,23,0,12,0.751667,60,safe_frontier_policy
conf0.70_risk0.60_gap0.02_review0.60,0.7,0.6,0.02,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.02_review0.65,0.7,0.6,0.02,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.02_review0.70,0.7,0.6,0.02,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.03_review0.60,0.7,0.6,0.03,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.03_review0.65,0.7,0.6,0.03,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.03_review0.70,0.7,0.6,0.03,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.05_review0.60,0.7,0.6,0.05,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.05_review0.65,0.7,0.6,0.05,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.05_review0.70,0.7,0.6,0.05,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.10_review0.60,0.7,0.6,0.1,0.6,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.10_review0.65,0.7,0.6,0.1,0.65,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.70_risk0.60_gap0.10_review0.70,0.7,0.6,0.1,0.7,0.665826,0.533333,0.0,0.216667,0.216667,0.783333,0.316667,11,2,0,12,0.944167,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.00_review0.60,0.8,0.2,0.0,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.00_review0.65,0.8,0.2,0.0,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.00_review0.70,0.8,0.2,0.0,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.02_review0.60,0.8,0.2,0.02,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.02_review0.65,0.8,0.2,0.02,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.02_review0.70,0.8,0.2,0.02,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.03_review0.60,0.8,0.2,0.03,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.03_review0.65,0.8,0.2,0.03,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.03_review0.70,0.8,0.2,0.03,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.05_review0.60,0.8,0.2,0.05,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.05_review0.65,0.8,0.2,0.05,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.05_review0.70,0.8,0.2,0.05,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.10_review0.60,0.8,0.2,0.1,0.6,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.10_review0.65,0.8,0.2,0.1,0.65,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.20_gap0.10_review0.70,0.8,0.2,0.1,0.7,0.666248,0.6,0.0,0.0,0.0,1.0,0.316667,0,0,0,12,1.063333,60,conservative_fallback_heavy
conf0.80_risk0.30_gap0.00_review0.60,0.8,0.3,0.0,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.00_review0.65,0.8,0.3,0.0,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.00_review0.70,0.8,0.3,0.0,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.02_review0.60,0.8,0.3,0.02,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.02_review0.65,0.8,0.3,0.02,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.02_review0.70,0.8,0.3,0.02,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.03_review0.60,0.8,0.3,0.03,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.03_review0.65,0.8,0.3,0.03,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.03_review0.70,0.8,0.3,0.03,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.05_review0.60,0.8,0.3,0.05,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.05_review0.65,0.8,0.3,0.05,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.05_review0.70,0.8,0.3,0.05,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.10_review0.60,0.8,0.3,0.1,0.6,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.10_review0.65,0.8,0.3,0.1,0.65,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.30_gap0.10_review0.70,0.8,0.3,0.1,0.7,0.633304,0.65,0.0,0.05,0.05,0.95,0.316667,3,0,0,12,1.035833,60,safe_frontier_policy
conf0.80_risk0.40_gap0.00_review0.60,0.8,0.4,0.0,0.6,0.549717,0.783333,0.0,0.3,0.3,0.7,0.316667,9,9,0,12,0.898333,60,safe_frontier_policy
conf0.80_risk0.40_gap0.00_review0.65,0.8,0.4,0.0,0.65,0.549717,0.783333,0.0,0.3,0.3,0.7,0.316667,9,9,0,12,0.898333,60,safe_frontier_policy
conf0.80_risk0.40_gap0.00_review0.70,0.8,0.4,0.0,0.7,0.549717,0.783333,0.0,0.3,0.3,0.7,0.316667,9,9,0,12,0.898333,60,safe_frontier_policy
conf0.80_risk0.40_gap0.02_review0.60,0.8,0.4,0.02,0.6,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.02_review0.65,0.8,0.4,0.02,0.65,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.02_review0.70,0.8,0.4,0.02,0.7,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.03_review0.60,0.8,0.4,0.03,0.6,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.03_review0.65,0.8,0.4,0.03,0.65,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.03_review0.70,0.8,0.4,0.03,0.7,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.05_review0.60,0.8,0.4,0.05,0.6,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.05_review0.65,0.8,0.4,0.05,0.65,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.05_review0.70,0.8,0.4,0.05,0.7,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.10_review0.60,0.8,0.4,0.1,0.6,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.10_review0.65,0.8,0.4,0.1,0.65,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.40_gap0.10_review0.70,0.8,0.4,0.1,0.7,0.578572,0.666667,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,safe_frontier_policy
conf0.80_risk0.50_gap0.00_review0.60,0.8,0.5,0.0,0.6,0.557717,0.766667,0.0,0.533333,0.533333,0.466667,0.316667,9,23,0,12,0.77,60,safe_frontier_policy
conf0.80_risk0.50_gap0.00_review0.65,0.8,0.5,0.0,0.65,0.557717,0.766667,0.0,0.533333,0.533333,0.466667,0.316667,9,23,0,12,0.77,60,safe_frontier_policy
conf0.80_risk0.50_gap0.00_review0.70,0.8,0.5,0.0,0.7,0.557717,0.766667,0.0,0.533333,0.533333,0.466667,0.316667,9,23,0,12,0.77,60,safe_frontier_policy
conf0.80_risk0.50_gap0.02_review0.60,0.8,0.5,0.02,0.6,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.02_review0.65,0.8,0.5,0.02,0.65,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.02_review0.70,0.8,0.5,0.02,0.7,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.03_review0.60,0.8,0.5,0.03,0.6,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.03_review0.65,0.8,0.5,0.03,0.65,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.03_review0.70,0.8,0.5,0.03,0.7,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.05_review0.60,0.8,0.5,0.05,0.6,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.05_review0.65,0.8,0.5,0.05,0.65,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
conf0.80_risk0.50_gap0.05_review0.70,0.8,0.5,0.05,0.7,0.665826,0.533333,0.0,0.183333,0.183333,0.816667,0.316667,9,2,0,12,0.9625,60,conservative_fallback_heavy
