policy_name,confidence_threshold,risk_threshold,route_gap_threshold,min_route_cer_review_threshold,selected_route_CER,route_accuracy,false_safe_rate,text_probe_reduction_rate,direct_bypass_rate,fallback_rate,review_rate,mixed_bypass_count,separation_bypass_count,unsafe_bypass_count,selected_mixed_high_error_count,cost_score,sample_count,note
conf0.95_risk0.50_gap0.02_review0.70,0.95,0.5,0.02,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.03_review0.60,0.95,0.5,0.03,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.03_review0.65,0.95,0.5,0.03,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.03_review0.70,0.95,0.5,0.03,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.05_review0.60,0.95,0.5,0.05,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.05_review0.65,0.95,0.5,0.05,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.05_review0.70,0.95,0.5,0.05,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.10_review0.60,0.95,0.5,0.1,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.10_review0.65,0.95,0.5,0.1,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.50_gap0.10_review0.70,0.95,0.5,0.1,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.00_review0.60,0.95,0.6,0.0,0.6,0.568991,0.733333,0.0,0.4,0.4,0.6,0.316667,4,20,0,12,0.843333,60,safe_frontier_policy
conf0.95_risk0.60_gap0.00_review0.65,0.95,0.6,0.0,0.65,0.568991,0.733333,0.0,0.4,0.4,0.6,0.316667,4,20,0,12,0.843333,60,safe_frontier_policy
conf0.95_risk0.60_gap0.00_review0.70,0.95,0.6,0.0,0.7,0.568991,0.733333,0.0,0.4,0.4,0.6,0.316667,4,20,0,12,0.843333,60,safe_frontier_policy
conf0.95_risk0.60_gap0.02_review0.60,0.95,0.6,0.02,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.02_review0.65,0.95,0.6,0.02,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.02_review0.70,0.95,0.6,0.02,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.03_review0.60,0.95,0.6,0.03,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.03_review0.65,0.95,0.6,0.03,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.03_review0.70,0.95,0.6,0.03,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.05_review0.60,0.95,0.6,0.05,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.05_review0.65,0.95,0.6,0.05,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.05_review0.70,0.95,0.6,0.05,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.10_review0.60,0.95,0.6,0.1,0.6,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.10_review0.65,0.95,0.6,0.1,0.65,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
conf0.95_risk0.60_gap0.10_review0.70,0.95,0.6,0.1,0.7,0.665826,0.533333,0.0,0.1,0.1,0.9,0.316667,4,2,0,12,1.008333,60,conservative_fallback_heavy
