resample,threshold,oob_cpwer,oob_compute,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
9013,0.01,0.74282,1.382171,28,25,0.363636,0.892857
9014,0.01,0.762693,1.338858,24,19,0.311688,0.791667
9015,0.01,0.756695,1.327318,34,26,0.441558,0.764706
9016,0.01,0.739835,1.352496,34,28,0.441558,0.823529
9017,0.01,0.804664,1.339473,29,23,0.376623,0.793103
9018,0.01,0.806494,1.376148,33,29,0.428571,0.878788
9019,0.01,0.762198,1.325304,25,19,0.324675,0.76
9020,0.01,0.796555,1.317571,31,23,0.402597,0.741935
9021,0.01,0.83606,1.356693,30,25,0.38961,0.833333
9022,0.01,0.8409,1.328157,30,23,0.38961,0.766667
9023,0.01,0.847048,1.348766,27,22,0.350649,0.814815
9024,0.01,0.692278,1.328157,30,23,0.38961,0.766667
9025,0.01,0.82676,1.354233,29,24,0.376623,0.827586
9026,0.01,0.796146,1.334399,32,25,0.415584,0.78125
9027,0.01,0.799849,1.338858,24,19,0.311688,0.791667
9028,0.01,0.83735,1.347775,32,26,0.415584,0.8125
9029,0.01,0.848122,1.329255,26,20,0.337662,0.769231
9030,0.01,0.829921,1.332913,27,21,0.350649,0.777778
9031,0.01,0.81604,1.392362,24,22,0.311688,0.916667
9032,0.01,0.756034,1.301207,27,19,0.350649,0.703704
9033,0.01,0.790633,1.359546,25,21,0.324675,0.84
9034,0.01,0.809903,1.356693,30,25,0.38961,0.833333
9035,0.01,0.7409,1.37096,30,26,0.38961,0.866667
9036,0.01,0.693048,1.412744,28,27,0.363636,0.964286
9037,0.01,0.735655,1.383752,29,26,0.376623,0.896552
9038,0.01,0.748076,1.356693,30,25,0.38961,0.833333
9039,0.01,0.714893,1.364619,27,23,0.350649,0.851852
9040,0.01,0.682026,1.36218,26,22,0.337662,0.846154
9041,0.01,0.799536,1.332913,27,21,0.350649,0.777778
9042,0.01,0.776984,1.364619,27,23,0.350649,0.851852
9043,0.01,0.733435,1.348766,27,22,0.350649,0.814815
9044,0.01,0.701664,1.37096,30,26,0.38961,0.866667
9045,0.01,0.788304,1.347775,32,26,0.415584,0.8125
9046,0.01,0.811473,1.331379,31,24,0.402597,0.774194
9047,0.01,0.865242,1.338858,24,19,0.311688,0.791667
9048,0.01,0.799788,1.324713,29,22,0.376623,0.758621
9049,0.01,0.775987,1.366884,28,24,0.363636,0.857143
9050,0.01,0.718706,1.351597,28,23,0.363636,0.821429
9051,0.01,0.728197,1.332913,27,21,0.350649,0.777778
9052,0.01,0.782269,1.364619,27,23,0.350649,0.851852
9053,0.01,0.798168,1.348766,27,22,0.350649,0.814815
9054,0.01,0.760721,1.342425,25,20,0.324675,0.8
9055,0.01,0.85136,1.354233,29,24,0.376623,0.827586
9056,0.01,0.779978,1.368992,29,25,0.376623,0.862069
9057,0.01,0.732834,1.345717,26,21,0.337662,0.807692
9058,0.01,0.76079,1.33631,28,22,0.363636,0.785714
9059,0.01,0.797198,1.368992,29,25,0.376623,0.862069
9060,0.01,0.719212,1.312792,26,19,0.337662,0.730769
9061,0.01,0.749173,1.387903,32,29,0.415584,0.90625
9062,0.01,0.779218,1.359546,25,21,0.324675,0.84
9063,0.01,0.735451,1.358994,31,26,0.402597,0.83871
9064,0.01,0.734469,1.368992,29,25,0.376623,0.862069
9065,0.01,0.823549,1.325304,25,19,0.324675,0.76
9066,0.01,0.80798,1.345186,31,25,0.402597,0.806452
9067,0.01,0.760127,1.395106,26,24,0.337662,0.923077
9068,0.01,0.857833,1.353591,23,19,0.298701,0.826087
9069,0.01,0.777031,1.348766,27,22,0.350649,0.814815
9070,0.01,0.863116,1.36218,26,22,0.337662,0.846154
9071,0.01,0.787553,1.364619,27,23,0.350649,0.851852
9072,0.01,0.83019,1.36218,26,22,0.337662,0.846154
9073,0.01,0.842441,1.395106,26,24,0.337662,0.923077
9074,0.01,0.712373,1.354233,29,24,0.376623,0.827586
9075,0.01,0.755465,1.339473,29,23,0.376623,0.793103
9076,0.01,0.718856,1.364619,27,23,0.350649,0.851852
9077,0.01,0.814339,1.321023,28,21,0.363636,0.75
9078,0.01,0.765561,1.374527,24,21,0.311688,0.875
9079,0.01,0.758777,1.356693,30,25,0.38961,0.833333
9080,0.01,0.713619,1.348766,27,22,0.350649,0.814815
9081,0.01,0.759471,1.351597,28,23,0.363636,0.821429
9082,0.01,0.744396,1.339473,29,23,0.376623,0.793103
9083,0.01,0.822153,1.296329,26,18,0.337662,0.692308
9084,0.01,0.783448,1.376667,25,22,0.324675,0.88
9085,0.01,0.794643,1.363178,33,28,0.428571,0.848485
9086,0.01,0.866252,1.359546,25,21,0.324675,0.84
9087,0.01,0.806695,1.321023,28,21,0.363636,0.75
9088,0.01,0.723675,1.325304,25,19,0.324675,0.76
9089,0.01,0.725401,1.385228,30,27,0.38961,0.9
9090,0.01,0.770658,1.359546,25,21,0.324675,0.84
9091,0.01,0.822041,1.31706,27,20,0.350649,0.740741
9092,0.01,0.85874,1.354233,29,24,0.376623,0.827586
9093,0.01,0.772668,1.329255,26,20,0.337662,0.769231
9094,0.01,0.673537,1.393789,25,23,0.324675,0.92
9095,0.01,0.78022,1.342425,30,24,0.38961,0.8
9096,0.01,0.70793,1.387903,32,29,0.415584,0.90625
9097,0.01,0.802704,1.378643,26,23,0.337662,0.884615
9098,0.01,0.861338,1.366884,28,24,0.363636,0.857143
9099,0.01,0.787506,1.380472,27,24,0.350649,0.888889
9100,0.01,0.808224,1.383752,29,26,0.376623,0.896552
9101,0.01,0.806378,1.342425,30,24,0.38961,0.8
9102,0.01,0.797666,1.393789,25,23,0.324675,0.92
9103,0.01,0.808672,1.37096,30,26,0.38961,0.866667
9104,0.01,0.749103,1.411568,26,25,0.337662,0.961538
9105,0.01,0.820567,1.368992,29,25,0.376623,0.862069
9106,0.01,0.732034,1.393789,25,23,0.324675,0.92
9107,0.01,0.728092,1.389119,22,20,0.285714,0.909091
9108,0.01,0.775641,1.386609,31,28,0.402597,0.903226
9109,0.01,0.725076,1.351597,28,23,0.363636,0.821429
9110,0.01,0.741781,1.374527,24,21,0.311688,0.875
9111,0.01,0.837856,1.358994,31,26,0.402597,0.83871
9112,0.01,0.708189,1.329255,26,20,0.337662,0.769231
9113,0.01,0.732619,1.356693,30,25,0.38961,0.833333
9114,0.01,0.734556,1.339473,29,23,0.376623,0.793103
9115,0.01,0.769875,1.345717,26,21,0.337662,0.807692
9116,0.01,0.775422,1.356693,30,25,0.38961,0.833333
9117,0.01,0.718191,1.358994,31,26,0.402597,0.83871
9118,0.01,0.68909,1.324713,29,22,0.376623,0.758621
9119,0.01,0.808643,1.380472,27,24,0.350649,0.888889
9120,0.01,0.729565,1.31706,27,20,0.350649,0.740741
9121,0.01,0.80656,1.366884,28,24,0.363636,0.857143
9122,0.01,0.728897,1.351597,28,23,0.363636,0.821429
9123,0.01,0.877615,1.376667,25,22,0.324675,0.88
9124,0.01,0.80383,1.352496,34,28,0.441558,0.823529
9125,0.01,0.782481,1.354233,29,24,0.376623,0.827586
9126,0.01,0.847198,1.410196,24,23,0.311688,0.958333
9127,0.01,0.742543,1.396325,27,25,0.350649,0.925926
9128,0.01,0.804221,1.329255,26,20,0.337662,0.769231
9129,0.01,0.832039,1.366884,28,24,0.363636,0.857143
9130,0.01,0.737305,1.380472,27,24,0.350649,0.888889
9131,0.01,0.814938,1.342425,25,20,0.324675,0.8
9132,0.01,0.809814,1.350207,33,27,0.428571,0.818182
9133,0.01,0.784994,1.33631,28,22,0.363636,0.785714
9134,0.01,0.794863,1.376667,25,22,0.324675,0.88
9135,0.01,0.842278,1.337237,33,26,0.428571,0.787879
9136,0.01,0.777518,1.368992,29,25,0.376623,0.862069
9137,0.01,0.804708,1.324713,29,22,0.376623,0.758621
9138,0.01,0.827729,1.359546,25,21,0.324675,0.84
9139,0.01,0.840956,1.366884,28,24,0.363636,0.857143
9140,0.01,0.710973,1.382171,28,25,0.363636,0.892857
9141,0.01,0.801622,1.342425,30,24,0.38961,0.8
9142,0.01,0.725772,1.398512,29,27,0.376623,0.931034
9143,0.01,0.710029,1.356693,30,25,0.38961,0.833333
9144,0.01,0.709256,1.376667,25,22,0.324675,0.88
9145,0.01,0.754979,1.279866,26,17,0.337662,0.653846
9146,0.01,0.783661,1.385228,30,27,0.38961,0.9
9147,0.01,0.765886,1.33631,28,22,0.363636,0.785714
9148,0.01,0.702556,1.378643,26,23,0.337662,0.884615
9149,0.01,0.691289,1.361151,32,27,0.415584,0.84375
9150,0.01,0.789307,1.325304,25,19,0.324675,0.76
9151,0.01,0.674113,1.398512,29,27,0.376623,0.931034
9152,0.01,0.691677,1.345717,26,21,0.337662,0.807692
9153,0.01,0.664273,1.398512,29,27,0.376623,0.931034
9154,0.01,0.839842,1.345717,26,21,0.337662,0.807692
9155,0.01,0.845001,1.308182,25,18,0.324675,0.72
9156,0.01,0.892059,1.31706,27,20,0.350649,0.740741
9157,0.01,0.806571,1.350207,33,27,0.428571,0.818182
9158,0.01,0.716926,1.361151,32,27,0.415584,0.84375
9159,0.01,0.827447,1.36218,26,22,0.337662,0.846154
9160,0.01,0.664498,1.374527,24,21,0.311688,0.875
9161,0.01,0.745806,1.358994,31,26,0.402597,0.83871
9162,0.01,0.777561,1.354233,29,24,0.376623,0.827586
9163,0.01,0.808289,1.345717,26,21,0.337662,0.807692
9164,0.01,0.746769,1.368992,29,25,0.376623,0.862069
9165,0.01,0.897156,1.380472,27,24,0.350649,0.888889
9166,0.01,0.750609,1.348766,27,22,0.350649,0.814815
9167,0.01,0.786123,1.356693,30,25,0.38961,0.833333
9168,0.01,0.7409,1.37096,30,26,0.38961,0.866667
9169,0.01,0.842047,1.342425,25,20,0.324675,0.8
9170,0.01,0.816223,1.376148,33,29,0.428571,0.878788
9171,0.01,0.683141,1.380472,27,24,0.350649,0.888889
9172,0.01,0.818107,1.368992,29,25,0.376623,0.862069
9173,0.01,0.791319,1.351597,28,23,0.363636,0.821429
9174,0.01,0.784869,1.378643,26,23,0.337662,0.884615
9175,0.01,0.732629,1.382171,28,25,0.363636,0.892857
9176,0.01,0.807081,1.354233,29,24,0.376623,0.827586
9177,0.01,0.712111,1.395106,26,24,0.337662,0.923077
9178,0.01,0.794913,1.359546,25,21,0.324675,0.84
9179,0.01,0.784859,1.382171,28,25,0.363636,0.892857
9180,0.01,0.767083,1.36218,26,22,0.337662,0.846154
9181,0.01,0.773766,1.342425,35,28,0.454545,0.8
9182,0.01,0.763065,1.329255,26,20,0.337662,0.769231
9183,0.01,0.816415,1.325304,25,19,0.324675,0.76
9184,0.01,0.761178,1.348766,27,22,0.350649,0.814815
9185,0.01,0.763374,1.337237,33,26,0.428571,0.787879
9186,0.01,0.781338,1.324713,29,22,0.376623,0.758621
9187,0.01,0.813065,1.321023,28,21,0.363636,0.75
9188,0.01,0.800009,1.36218,26,22,0.337662,0.846154
9189,0.01,0.850866,1.329255,26,20,0.337662,0.769231
9190,0.01,0.836787,1.331379,31,24,0.402597,0.774194
9191,0.01,0.878708,1.364619,27,23,0.350649,0.851852
9192,0.01,0.80683,1.345186,31,25,0.402597,0.806452
9193,0.01,0.770846,1.382171,28,25,0.363636,0.892857
9194,0.01,0.71895,1.332913,27,21,0.350649,0.777778
9195,0.01,0.703887,1.350207,22,18,0.285714,0.818182
9196,0.01,0.724338,1.342425,30,24,0.38961,0.8
9197,0.01,0.824344,1.339473,29,23,0.376623,0.793103
9198,0.01,0.813733,1.345186,31,25,0.402597,0.806452
9199,0.01,0.79505,1.382171,28,25,0.363636,0.892857
9200,0.01,0.709744,1.366884,28,24,0.363636,0.857143
9201,0.01,0.754063,1.342425,30,24,0.38961,0.8
9202,0.01,0.779387,1.347775,32,26,0.415584,0.8125
9203,0.01,0.875001,1.316371,23,17,0.298701,0.73913
9204,0.01,0.759426,1.366884,28,24,0.363636,0.857143
9205,0.01,0.747925,1.345717,26,21,0.337662,0.807692
9206,0.01,0.792191,1.398512,29,27,0.376623,0.931034
9207,0.01,0.846032,1.317571,31,23,0.402597,0.741935
9208,0.01,0.860166,1.380472,27,24,0.350649,0.888889
9209,0.01,0.782585,1.372801,31,27,0.402597,0.870968
9210,0.01,0.692481,1.348766,27,22,0.350649,0.814815
9211,0.01,0.755649,1.351597,28,23,0.363636,0.821429
9212,0.01,0.785958,1.376148,33,29,0.428571,0.878788
9213,0.01,0.804012,1.366884,28,24,0.363636,0.857143
9214,0.01,0.869027,1.351597,28,23,0.363636,0.821429
9215,0.01,0.713491,1.392362,24,22,0.311688,0.916667
9216,0.01,0.73009,1.345717,26,21,0.337662,0.807692
9217,0.01,0.774889,1.361151,32,27,0.415584,0.84375
9218,0.01,0.758489,1.364619,27,23,0.350649,0.851852
9219,0.01,0.721908,1.329255,26,20,0.337662,0.769231
9220,0.01,0.824908,1.363178,33,28,0.428571,0.848485
9221,0.01,0.84908,1.376667,25,22,0.324675,0.88
9222,0.01,0.772165,1.366884,28,24,0.363636,0.857143
9223,0.01,0.710571,1.374527,24,21,0.311688,0.875
9224,0.01,0.883339,1.354233,29,24,0.376623,0.827586
9225,0.01,0.859603,1.361151,32,27,0.415584,0.84375
9226,0.01,0.854933,1.345717,26,21,0.337662,0.807692
9227,0.01,0.761755,1.390264,34,31,0.441558,0.911765
9228,0.01,0.758443,1.354654,35,29,0.454545,0.828571
9229,0.01,0.793537,1.342425,25,20,0.324675,0.8
9230,0.01,0.760721,1.342425,25,20,0.324675,0.8
9231,0.01,0.753298,1.332913,27,21,0.350649,0.777778
9232,0.01,0.764951,1.359546,25,21,0.324675,0.84
9233,0.01,0.718996,1.31706,27,20,0.350649,0.740741
9234,0.01,0.801732,1.352496,34,28,0.441558,0.823529
9235,0.01,0.70814,1.345717,26,21,0.337662,0.807692
9236,0.01,0.744656,1.358994,31,26,0.402597,0.83871
9237,0.01,0.8147,1.342425,30,24,0.38961,0.8
9238,0.01,0.730241,1.356693,30,25,0.38961,0.833333
9239,0.01,0.704325,1.364619,27,23,0.350649,0.851852
9240,0.01,0.786241,1.378643,26,23,0.337662,0.884615
9241,0.01,0.828262,1.351597,28,23,0.363636,0.821429
9242,0.01,0.748203,1.350207,33,27,0.428571,0.818182
9243,0.01,0.767008,1.387903,32,29,0.415584,0.90625
9244,0.01,0.829008,1.352496,34,28,0.441558,0.823529
9245,0.01,0.799286,1.328157,30,23,0.38961,0.766667
9246,0.01,0.650759,1.376667,25,22,0.324675,0.88
9247,0.01,0.743809,1.345717,26,21,0.337662,0.807692
9248,0.01,0.793956,1.321023,24,18,0.311688,0.75
9249,0.01,0.713595,1.356693,30,25,0.38961,0.833333
9250,0.01,0.815568,1.33631,28,22,0.363636,0.785714
9251,0.01,0.712158,1.396325,27,25,0.350649,0.925926
9252,0.01,0.736102,1.385228,30,27,0.38961,0.9
9253,0.01,0.850872,1.396325,27,25,0.350649,0.925926
9254,0.01,0.764379,1.303764,31,22,0.402597,0.709677
9255,0.01,0.659456,1.389119,33,30,0.428571,0.909091
9256,0.01,0.768908,1.368992,29,25,0.376623,0.862069
9257,0.01,0.83168,1.354233,29,24,0.376623,0.827586
9258,0.01,0.826201,1.393789,25,23,0.324675,0.92
9259,0.01,0.751918,1.321023,28,21,0.363636,0.75
9260,0.01,0.718257,1.353591,23,19,0.298701,0.826087
9261,0.01,0.789774,1.328157,30,23,0.38961,0.766667
9262,0.01,0.824497,1.380472,27,24,0.350649,0.888889
9263,0.01,0.842707,1.368992,29,25,0.376623,0.862069
9264,0.01,0.834227,1.324713,29,22,0.376623,0.758621
9265,0.01,0.74152,1.353591,23,19,0.298701,0.826087
9266,0.01,0.751481,1.361151,32,27,0.415584,0.84375
9267,0.01,0.801526,1.312792,26,19,0.337662,0.730769
9268,0.01,0.802038,1.380472,27,24,0.350649,0.888889
9269,0.01,0.797241,1.354233,29,24,0.376623,0.827586
9270,0.01,0.792068,1.356693,30,25,0.38961,0.833333
9271,0.01,0.727176,1.339473,29,23,0.376623,0.793103
9272,0.01,0.834676,1.33631,28,22,0.363636,0.785714
9273,0.01,0.800281,1.33631,28,22,0.363636,0.785714
9274,0.01,0.869105,1.359546,25,21,0.324675,0.84
9275,0.01,0.813198,1.377674,34,30,0.441558,0.882353
9276,0.01,0.820729,1.313889,30,22,0.38961,0.733333
9277,0.01,0.849181,1.342425,25,20,0.324675,0.8
9278,0.01,0.639908,1.372801,31,27,0.402597,0.870968
9279,0.01,0.736199,1.389119,33,30,0.428571,0.909091
9280,0.01,0.724555,1.36218,26,22,0.337662,0.846154
9281,0.01,0.750621,1.36218,26,22,0.337662,0.846154
9282,0.01,0.702446,1.383752,29,26,0.376623,0.896552
9283,0.01,0.788675,1.339473,29,23,0.376623,0.793103
9284,0.01,0.721299,1.33631,28,22,0.363636,0.785714
9285,0.01,0.74792,1.364619,27,23,0.350649,0.851852
9286,0.01,0.768562,1.379113,35,31,0.454545,0.885714
9287,0.01,0.78953,1.358994,31,26,0.402597,0.83871
9288,0.01,0.797265,1.36218,26,22,0.337662,0.846154
9289,0.01,0.839772,1.33631,28,22,0.363636,0.785714
9290,0.01,0.831195,1.348766,27,22,0.350649,0.814815
9291,0.01,0.851105,1.31706,27,20,0.350649,0.740741
9292,0.01,0.723474,1.393789,25,23,0.324675,0.92
9293,0.01,0.826943,1.366884,28,24,0.363636,0.857143
9294,0.01,0.854938,1.325304,25,19,0.324675,0.76
9295,0.01,0.735177,1.382171,28,25,0.363636,0.892857
9296,0.01,0.692423,1.389119,22,20,0.285714,0.909091
9297,0.01,0.840396,1.364619,27,23,0.350649,0.851852
9298,0.01,0.780487,1.303764,31,22,0.402597,0.709677
9299,0.01,0.793265,1.377674,34,30,0.441558,0.882353
9300,0.01,0.683726,1.325304,25,19,0.324675,0.76
9301,0.01,0.668799,1.428031,20,20,0.25974,1.0
9302,0.01,0.810011,1.364619,27,23,0.350649,0.851852
9303,0.01,0.783448,1.376667,25,22,0.324675,0.88
9304,0.01,0.854888,1.342425,25,20,0.324675,0.8
9305,0.01,0.780284,1.372801,31,27,0.402597,0.870968
9306,0.01,0.787401,1.354233,29,24,0.376623,0.827586
9307,0.01,0.799202,1.356693,30,25,0.38961,0.833333
9308,0.01,0.684084,1.372201,23,20,0.298701,0.869565
9309,0.01,0.777306,1.351597,28,23,0.363636,0.821429
9310,0.01,0.820528,1.382171,28,25,0.363636,0.892857
9311,0.01,0.781409,1.342425,30,24,0.38961,0.8
9312,0.01,0.743362,1.342425,30,24,0.38961,0.8
9313,0.01,0.866096,1.324266,33,25,0.428571,0.757576
9314,0.01,0.754235,1.339473,29,23,0.376623,0.793103
9315,0.01,0.744964,1.303189,24,17,0.311688,0.708333
9316,0.01,0.877018,1.345186,31,25,0.402597,0.806452
9317,0.01,0.799294,1.325304,25,19,0.324675,0.76
9318,0.01,0.78642,1.356693,24,20,0.311688,0.833333
9319,0.01,0.805851,1.354233,29,24,0.376623,0.827586
9320,0.01,0.756441,1.342425,30,24,0.38961,0.8
9321,0.01,0.782525,1.339473,29,23,0.376623,0.793103
9322,0.01,0.754526,1.364619,27,23,0.350649,0.851852
9323,0.01,0.75271,1.358994,31,26,0.402597,0.83871
9324,0.01,0.777475,1.383752,29,26,0.376623,0.896552
9325,0.01,0.839669,1.342425,30,24,0.38961,0.8
9326,0.01,0.739134,1.33631,28,22,0.363636,0.785714
9327,0.01,0.80067,1.396325,27,25,0.350649,0.925926
9328,0.01,0.7559,1.374527,32,28,0.415584,0.875
9329,0.01,0.706671,1.378643,26,23,0.337662,0.884615
9330,0.01,0.758693,1.385228,30,27,0.38961,0.9
9331,0.01,0.857677,1.345717,26,21,0.337662,0.807692
9332,0.01,0.796894,1.332913,27,21,0.350649,0.777778
9333,0.01,0.687817,1.339473,29,23,0.376623,0.793103
9334,0.01,0.810984,1.36218,26,22,0.337662,0.846154
9335,0.01,0.737016,1.339473,29,23,0.376623,0.793103
9336,0.01,0.738202,1.354233,29,24,0.376623,0.827586
9337,0.01,0.789489,1.372801,31,27,0.402597,0.870968
9338,0.01,0.725136,1.345186,31,25,0.402597,0.806452
9339,0.01,0.834053,1.383752,29,26,0.376623,0.896552
9340,0.01,0.700475,1.37096,30,26,0.38961,0.866667
9341,0.01,0.851542,1.311295,22,16,0.285714,0.727273
9342,0.01,0.794473,1.378643,26,23,0.337662,0.884615
9343,0.01,0.773511,1.359546,25,21,0.324675,0.84
9344,0.01,0.78281,1.321023,32,24,0.415584,0.75
9345,0.01,0.7954,1.365085,34,29,0.441558,0.852941
9346,0.01,0.705396,1.345717,26,21,0.337662,0.807692
9347,0.01,0.814938,1.342425,25,20,0.324675,0.8
9348,0.01,0.756608,1.368992,29,25,0.376623,0.862069
9349,0.01,0.869649,1.356693,24,20,0.311688,0.833333
9350,0.01,0.816092,1.374527,32,28,0.415584,0.875
9351,0.01,0.77972,1.332913,27,21,0.350649,0.777778
9352,0.01,0.797284,1.339473,29,23,0.376623,0.793103
9353,0.01,0.71367,1.331379,31,24,0.402597,0.774194
9354,0.01,0.756878,1.366884,28,24,0.363636,0.857143
9355,0.01,0.755847,1.364619,27,23,0.350649,0.851852
9356,0.01,0.819381,1.354233,29,24,0.376623,0.827586
9357,0.01,0.764522,1.366884,28,24,0.363636,0.857143
9358,0.01,0.839223,1.353591,23,19,0.298701,0.826087
9359,0.01,0.749307,1.342425,30,24,0.38961,0.8
9360,0.01,0.714702,1.398512,29,27,0.376623,0.931034
9361,0.01,0.867232,1.36218,26,22,0.337662,0.846154
9362,0.01,0.857617,1.348766,27,22,0.350649,0.814815
9363,0.01,0.900559,1.354233,29,24,0.376623,0.827586
9364,0.01,0.745582,1.354233,29,24,0.376623,0.827586
9365,0.01,0.797688,1.351597,28,23,0.363636,0.821429
9366,0.01,0.727104,1.428031,26,26,0.337662,1.0
9367,0.01,0.748176,1.347775,32,26,0.415584,0.8125
9368,0.01,0.857804,1.285354,27,18,0.350649,0.666667
9369,0.01,0.819389,1.33631,28,22,0.363636,0.785714
9370,0.01,0.813172,1.356693,24,20,0.311688,0.833333
9371,0.01,0.719294,1.359546,25,21,0.324675,0.84
9372,0.01,0.709986,1.37096,30,26,0.38961,0.866667
9373,0.01,0.821797,1.368992,29,25,0.376623,0.862069
9374,0.01,0.781962,1.356693,24,20,0.311688,0.833333
9375,0.01,0.80387,1.361151,32,27,0.415584,0.84375
9376,0.01,0.680771,1.359546,25,21,0.324675,0.84
9377,0.01,0.71057,1.374527,24,21,0.311688,0.875
9378,0.01,0.831102,1.380472,27,24,0.350649,0.888889
9379,0.01,0.817511,1.353591,23,19,0.298701,0.826087
9380,0.01,0.753298,1.332913,27,21,0.350649,0.777778
9381,0.01,0.816842,1.33631,28,22,0.363636,0.785714
9382,0.01,0.800764,1.364619,27,23,0.350649,0.851852
9383,0.01,0.738966,1.321023,24,18,0.311688,0.75
9384,0.01,0.788874,1.364619,27,23,0.350649,0.851852
9385,0.01,0.761112,1.37096,30,26,0.38961,0.866667
9386,0.01,0.808771,1.337237,33,26,0.428571,0.787879
9387,0.01,0.900307,1.342425,30,24,0.38961,0.8
9388,0.01,0.790762,1.331379,31,24,0.402597,0.774194
9389,0.01,0.766517,1.358994,31,26,0.402597,0.83871
9390,0.01,0.865205,1.351597,28,23,0.363636,0.821429
9391,0.01,0.771368,1.368992,29,25,0.376623,0.862069
9392,0.01,0.794694,1.383752,29,26,0.376623,0.896552
9393,0.01,0.778661,1.398512,29,27,0.376623,0.931034
9394,0.01,0.91726,1.338858,24,19,0.311688,0.791667
9395,0.01,0.796707,1.396325,27,25,0.350649,0.925926
9396,0.01,0.898882,1.329255,26,20,0.337662,0.769231
9397,0.01,0.778227,1.289956,31,21,0.402597,0.677419
9398,0.01,0.797929,1.385228,30,27,0.38961,0.9
9399,0.01,0.849572,1.361151,32,27,0.415584,0.84375
9400,0.01,0.71216,1.359546,25,21,0.324675,0.84
9401,0.01,0.727804,1.376667,25,22,0.324675,0.88
9402,0.01,0.834097,1.368992,29,25,0.376623,0.862069
9403,0.01,0.717817,1.376667,25,22,0.324675,0.88
9404,0.01,0.805689,1.374527,24,21,0.311688,0.875
9405,0.01,0.743499,1.376667,25,22,0.324675,0.88
9406,0.01,0.713582,1.361151,32,27,0.415584,0.84375
9407,0.01,0.810676,1.321023,32,24,0.415584,0.75
9408,0.01,0.779479,1.345717,26,21,0.337662,0.807692
9409,0.01,0.784957,1.348766,27,22,0.350649,0.814815
9410,0.01,0.820567,1.368992,29,25,0.376623,0.862069
9411,0.01,0.782222,1.380472,27,24,0.350649,0.888889
9412,0.01,0.819515,1.347775,32,26,0.415584,0.8125
9413,0.01,0.800057,1.345717,26,21,0.337662,0.807692
9414,0.01,0.865962,1.369663,22,19,0.285714,0.863636
9415,0.01,0.66963,1.378643,26,23,0.337662,0.884615
9416,0.01,0.783585,1.382171,28,25,0.363636,0.892857
9417,0.01,0.774435,1.332913,27,21,0.350649,0.777778
9418,0.01,0.806911,1.317571,31,23,0.402597,0.741935
9419,0.01,0.707322,1.398512,29,27,0.376623,0.931034
9420,0.01,0.74928,1.351597,28,23,0.363636,0.821429
9421,0.01,0.826026,1.378643,26,23,0.337662,0.884615
9422,0.01,0.866403,1.308182,25,18,0.324675,0.72
9423,0.01,0.758463,1.358994,31,26,0.402597,0.83871
9424,0.01,0.767069,1.366884,28,24,0.363636,0.857143
9425,0.01,0.812942,1.389119,33,30,0.428571,0.909091
9426,0.01,0.749156,1.393789,25,23,0.324675,0.92
9427,0.01,0.813172,1.356693,24,20,0.311688,0.833333
9428,0.01,0.740295,1.374527,32,28,0.415584,0.875
9429,0.01,0.694412,1.382171,28,25,0.363636,0.892857
9430,0.01,0.787358,1.368992,29,25,0.376623,0.862069
9431,0.01,0.770269,1.324713,29,22,0.376623,0.758621
9432,0.01,0.819017,1.41091,25,24,0.324675,0.96
9433,0.01,0.696784,1.387903,32,29,0.415584,0.90625
9434,0.01,0.767141,1.342425,30,24,0.38961,0.8
9435,0.01,0.874091,1.36218,26,22,0.337662,0.846154
9436,0.01,0.78953,1.358994,31,26,0.402597,0.83871
9437,0.01,0.801036,1.358994,31,26,0.402597,0.83871
9438,0.01,0.779808,1.366884,28,24,0.363636,0.857143
9439,0.01,0.767126,1.347775,32,26,0.415584,0.8125
9440,0.01,0.810472,1.33631,28,22,0.363636,0.785714
9441,0.01,0.78774,1.301207,27,19,0.350649,0.703704
9442,0.01,0.76783,1.332913,27,21,0.350649,0.777778
9443,0.01,0.794473,1.378643,26,23,0.337662,0.884615
9444,0.01,0.709744,1.366884,28,24,0.363636,0.857143
9445,0.01,0.760438,1.347775,32,26,0.415584,0.8125
9446,0.01,0.753298,1.332913,27,21,0.350649,0.777778
9447,0.01,0.841997,1.359546,25,21,0.324675,0.84
9448,0.01,0.664191,1.36218,26,22,0.337662,0.846154
9449,0.01,0.839104,1.339473,29,23,0.376623,0.793103
9450,0.01,0.77538,1.37096,30,26,0.38961,0.866667
9451,0.01,0.710633,1.393789,25,23,0.324675,0.92
9452,0.01,0.782682,1.313889,30,22,0.38961,0.733333
9453,0.01,0.773562,1.342425,25,20,0.324675,0.8
9454,0.01,0.819259,1.364619,27,23,0.350649,0.851852
9455,0.01,0.771687,1.413763,30,29,0.38961,0.966667
9456,0.01,0.793421,1.398512,29,27,0.376623,0.931034
9457,0.01,0.853416,1.395106,26,24,0.337662,0.923077
9458,0.01,0.726783,1.364619,27,23,0.350649,0.851852
9459,0.01,0.765141,1.348766,27,22,0.350649,0.814815
9460,0.01,0.740295,1.374527,24,21,0.311688,0.875
9461,0.01,0.760683,1.386609,31,28,0.402597,0.903226
9462,0.01,0.753267,1.395106,26,24,0.337662,0.923077
9463,0.01,0.786119,1.345186,31,25,0.402597,0.806452
9464,0.01,0.74783,1.359546,25,21,0.324675,0.84
