resample,threshold,oob_cpwer,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
1500,0.01,0.776832,31,27,0.402597,0.870968
1501,0.01,0.786302,25,22,0.324675,0.88
1502,0.01,0.778204,26,19,0.337662,0.730769
1503,0.01,0.731535,24,18,0.311688,0.75
1504,3.31,0.933029,24,15,0.311688,0.625
1505,0.01,0.852601,28,20,0.363636,0.714286
1506,0.01,0.84232,28,22,0.363636,0.785714
1507,3.22,0.857048,24,19,0.311688,0.791667
1508,3.31,0.919035,24,18,0.311688,0.75
1509,0.01,0.691532,26,24,0.337662,0.923077
1510,0.01,0.797584,31,26,0.402597,0.83871
1511,0.01,0.670236,23,18,0.298701,0.782609
1512,0.01,0.805643,33,23,0.428571,0.69697
1513,3.31,1.048097,30,21,0.38961,0.7
1514,0.01,0.732067,27,23,0.350649,0.851852
1515,0.01,0.795275,28,20,0.363636,0.714286
1516,0.01,0.774342,27,23,0.350649,0.851852
1517,0.01,0.774583,24,19,0.311688,0.791667
1518,0.01,0.770051,29,27,0.376623,0.931034
1519,0.01,0.718107,24,19,0.311688,0.791667
1520,0.01,0.784771,27,26,0.350649,0.962963
1521,0.01,0.848943,29,23,0.376623,0.793103
1522,0.01,0.721164,28,25,0.363636,0.892857
1523,0.01,0.724234,27,21,0.350649,0.777778
1524,0.01,0.790242,27,22,0.350649,0.814815
1525,0.01,0.683714,24,23,0.311688,0.958333
1526,0.01,0.813065,28,21,0.363636,0.75
1527,0.01,0.729425,27,23,0.350649,0.851852
1528,3.31,0.982956,29,21,0.376623,0.724138
1529,0.01,0.818107,29,25,0.376623,0.862069
1530,0.01,0.70249,29,25,0.376623,0.862069
1531,0.01,0.853411,25,21,0.324675,0.84
1532,3.22,0.940247,30,21,0.38961,0.7
1533,3.22,1.032223,26,19,0.337662,0.730769
1534,0.01,0.763248,28,24,0.363636,0.857143
1535,0.01,0.666935,26,22,0.337662,0.846154
1536,0.01,0.76125,33,25,0.428571,0.757576
1537,0.01,0.746845,30,26,0.38961,0.866667
1538,0.01,0.843609,31,26,0.402597,0.83871
1539,0.01,0.700073,29,24,0.376623,0.827586
1540,0.01,0.668258,26,23,0.337662,0.884615
1541,0.01,0.793821,28,24,0.363636,0.857143
1542,0.01,0.713576,33,28,0.428571,0.848485
1543,0.01,0.860889,24,17,0.311688,0.708333
1544,0.01,0.85628,29,24,0.376623,0.827586
1545,0.01,0.768298,28,25,0.363636,0.892857
1546,0.01,0.793257,30,25,0.38961,0.833333
1547,0.01,0.790502,26,20,0.337662,0.769231
1548,0.01,0.738322,26,21,0.337662,0.807692
1549,0.01,0.798782,28,27,0.363636,0.964286
1550,0.01,0.799536,27,21,0.350649,0.777778
1551,0.01,0.758169,32,27,0.415584,0.84375
1552,0.01,0.741204,31,26,0.402597,0.83871
1553,0.01,0.824926,25,20,0.324675,0.8
1554,0.01,0.778534,28,24,0.363636,0.857143
1555,0.01,0.696248,31,28,0.402597,0.903226
1556,0.01,0.742273,31,28,0.402597,0.903226
1557,0.01,0.66682,29,25,0.376623,0.862069
1558,0.01,0.883085,28,22,0.363636,0.785714
1559,0.01,0.679076,29,26,0.376623,0.896552
1560,0.01,0.909186,27,21,0.350649,0.777778
1561,3.31,0.999086,30,18,0.38961,0.6
1562,0.01,0.795845,26,23,0.337662,0.884615
1563,0.01,0.795635,30,25,0.38961,0.833333
1564,0.01,0.819527,31,24,0.402597,0.774194
1565,0.01,0.776832,31,27,0.402597,0.870968
1566,3.22,0.976821,30,19,0.38961,0.633333
1567,0.01,0.776375,29,23,0.376623,0.793103
1568,0.01,0.691005,30,25,0.38961,0.833333
1569,0.01,0.822173,25,18,0.324675,0.72
1570,0.01,0.804951,25,20,0.324675,0.8
1571,3.22,0.910885,25,18,0.324675,0.72
1572,0.01,0.851058,27,21,0.350649,0.777778
1573,0.01,0.784957,27,22,0.350649,0.814815
1574,0.01,0.729592,29,24,0.376623,0.827586
1575,0.01,0.762301,30,26,0.38961,0.866667
1576,0.01,0.854884,26,22,0.337662,0.846154
1577,0.01,0.71998,28,23,0.363636,0.821429
1578,0.01,0.767083,26,22,0.337662,0.846154
1579,3.31,1.017581,26,20,0.337662,0.769231
1580,0.01,0.789082,26,21,0.337662,0.807692
1581,0.01,0.769058,27,23,0.350649,0.851852
1582,0.01,0.834053,29,26,0.376623,0.896552
1583,0.01,0.814504,29,23,0.376623,0.793103
1584,3.22,0.93279,27,19,0.350649,0.703704
1585,0.01,0.810771,29,24,0.376623,0.827586
1586,0.01,0.795095,28,24,0.363636,0.857143
1587,0.01,0.885163,26,20,0.337662,0.769231
1588,0.01,0.784918,26,22,0.337662,0.846154
1589,0.01,0.804488,31,26,0.402597,0.83871
1590,0.01,0.783675,28,23,0.363636,0.821429
1591,0.01,0.773002,30,26,0.38961,0.866667
1592,0.01,0.794205,27,22,0.350649,0.814815
1593,0.01,0.728622,26,23,0.337662,0.884615
1594,0.01,0.753005,29,23,0.376623,0.793103
1595,0.01,0.915275,29,25,0.376623,0.862069
1596,0.01,0.82524,31,25,0.402597,0.806452
1597,0.01,0.784888,23,20,0.298701,0.869565
1598,0.01,0.753136,29,20,0.376623,0.689655
1599,0.01,0.814884,31,25,0.402597,0.806452
1600,0.01,0.771813,30,26,0.38961,0.866667
1601,0.01,0.829688,27,26,0.350649,0.962963
1602,0.01,0.770809,25,18,0.324675,0.72
1603,0.01,0.798735,36,32,0.467532,0.888889
1604,0.01,0.786081,30,26,0.38961,0.866667
1605,0.01,0.7014,32,25,0.415584,0.78125
1606,0.01,0.855059,28,22,0.363636,0.785714
1607,0.01,0.802265,35,29,0.454545,0.828571
1608,0.01,0.785039,28,21,0.363636,0.75
1609,0.01,0.754526,27,23,0.350649,0.851852
1610,0.01,0.706771,21,18,0.272727,0.857143
1611,0.01,0.701281,26,21,0.337662,0.807692
1612,3.22,1.002173,25,18,0.324675,0.72
1613,0.01,0.832128,28,22,0.363636,0.785714
1614,0.01,0.845974,24,18,0.311688,0.75
1615,0.01,0.766578,33,27,0.428571,0.818182
1616,0.01,0.757708,29,28,0.376623,0.965517
1617,0.01,0.933766,30,20,0.38961,0.666667
1618,0.01,0.797688,28,23,0.363636,0.821429
1619,0.01,0.812404,26,21,0.337662,0.807692
1620,0.01,0.846096,28,23,0.363636,0.821429
1621,0.01,0.838588,28,20,0.363636,0.714286
1622,0.01,0.758692,30,27,0.38961,0.9
1623,0.01,0.77086,25,17,0.324675,0.68
1624,0.01,0.818107,29,25,0.376623,0.862069
1625,0.01,0.84035,27,24,0.350649,0.888889
1626,0.01,0.837896,31,25,0.402597,0.806452
1627,0.01,0.808661,24,21,0.311688,0.875
1628,0.01,0.823166,28,23,0.363636,0.821429
1629,0.01,0.776823,35,28,0.454545,0.8
1630,0.01,0.770182,29,24,0.376623,0.827586
1631,0.01,0.724951,25,22,0.324675,0.88
1632,0.01,0.79599,26,20,0.337662,0.769231
1633,0.01,0.695039,25,21,0.324675,0.84
1634,0.01,0.904321,26,21,0.337662,0.807692
1635,0.01,0.792152,30,23,0.38961,0.766667
1636,0.01,0.720467,32,22,0.415584,0.6875
1637,3.22,0.897506,27,19,0.350649,0.703704
1638,0.01,0.765505,35,31,0.454545,0.885714
1639,3.22,0.801886,27,21,0.350649,0.777778
1640,0.01,0.78022,30,24,0.38961,0.8
1641,0.01,0.736144,30,26,0.38961,0.866667
1642,0.01,0.823256,28,21,0.363636,0.75
1643,0.01,0.821884,29,23,0.376623,0.793103
1644,0.01,0.773872,29,24,0.376623,0.827586
1645,0.01,0.784957,27,22,0.350649,0.814815
1646,0.01,0.69748,31,26,0.402597,0.83871
1647,0.01,0.754785,26,21,0.337662,0.807692
1648,0.01,0.754785,26,21,0.337662,0.807692
1649,0.01,0.819209,28,26,0.363636,0.928571
1650,3.22,0.907908,32,22,0.415584,0.6875
1651,0.01,0.80909,31,26,0.402597,0.83871
1652,0.01,0.783711,29,24,0.376623,0.827586
1653,3.22,0.807255,29,23,0.376623,0.793103
1654,0.01,0.822403,19,17,0.246753,0.894737
1655,0.01,0.701729,27,22,0.350649,0.814815
1656,0.01,0.773991,26,21,0.337662,0.807692
1657,0.01,0.69714,28,21,0.363636,0.75
1658,0.01,0.788011,24,18,0.311688,0.75
1659,0.01,0.764721,30,25,0.38961,0.833333
1660,0.01,0.695866,24,18,0.311688,0.75
1661,0.01,0.798215,27,21,0.350649,0.777778
1662,0.01,0.834676,28,22,0.363636,0.785714
1663,0.01,0.839618,32,25,0.415584,0.78125
1664,0.01,0.771793,27,21,0.350649,0.777778
1665,0.01,0.781451,30,23,0.38961,0.766667
1666,0.01,0.814249,28,23,0.363636,0.821429
1667,0.01,0.749351,34,26,0.441558,0.764706
1668,0.01,0.751837,27,24,0.350649,0.888889
1669,0.01,0.74273,28,27,0.363636,0.964286
1670,0.01,0.706432,35,30,0.454545,0.857143
1671,0.01,0.7607,28,24,0.363636,0.857143
1672,0.01,0.781435,31,27,0.402597,0.870968
1673,0.01,0.786178,28,24,0.363636,0.857143
1674,0.01,0.774968,32,25,0.415584,0.78125
1675,0.01,0.772537,23,19,0.298701,0.826087
1676,0.01,0.744383,30,28,0.38961,0.933333
1677,0.01,0.79179,31,27,0.402597,0.870968
1678,0.01,0.868139,27,23,0.350649,0.851852
1679,0.01,0.743425,24,18,0.311688,0.75
1680,0.01,0.82444,28,23,0.363636,0.821429
1681,0.01,0.778155,26,20,0.337662,0.769231
1682,0.01,0.740334,32,27,0.415584,0.84375
1683,0.01,0.727274,31,29,0.402597,0.935484
1684,0.01,0.756441,25,20,0.324675,0.8
1685,0.01,0.86243,29,24,0.376623,0.827586
1686,0.01,0.736577,34,31,0.441558,0.911765
1687,0.01,0.767678,29,25,0.376623,0.862069
1688,3.31,1.036715,29,21,0.376623,0.724138
1689,0.01,0.768407,26,23,0.337662,0.884615
1690,0.01,0.690495,31,28,0.402597,0.903226
1691,3.31,0.86655,31,22,0.402597,0.709677
1692,0.01,0.745278,27,23,0.350649,0.851852
1693,0.01,0.750327,32,28,0.415584,0.875
1694,0.01,0.79639,25,20,0.324675,0.8
1695,0.01,0.802117,29,25,0.376623,0.862069
1696,0.01,0.779898,28,22,0.363636,0.785714
1697,0.01,0.705922,28,24,0.363636,0.857143
1698,0.01,0.740858,30,27,0.38961,0.9
1699,0.01,0.829874,27,22,0.350649,0.814815
1700,0.01,0.773958,29,22,0.376623,0.758621
1701,0.01,0.826804,29,23,0.376623,0.793103
1702,0.01,0.790135,28,21,0.363636,0.75
1703,0.01,0.799328,30,22,0.38961,0.733333
1704,3.31,0.901077,28,23,0.363636,0.821429
1705,0.01,0.814432,34,25,0.441558,0.735294
1706,0.01,0.751828,28,23,0.363636,0.821429
1707,0.01,0.800057,26,21,0.337662,0.807692
1708,3.22,0.91571,29,20,0.376623,0.689655
1709,0.01,0.709654,28,26,0.363636,0.928571
1710,0.01,0.735627,26,20,0.337662,0.769231
1711,0.01,0.699406,35,27,0.454545,0.771429
1712,0.01,0.791872,31,25,0.402597,0.806452
1713,0.01,0.767808,29,22,0.376623,0.758621
1714,0.01,0.68554,28,24,0.363636,0.857143
1715,0.01,0.664785,27,21,0.350649,0.777778
1716,0.01,0.731378,24,21,0.311688,0.875
1717,0.01,0.767722,29,24,0.376623,0.827586
1718,0.01,0.769435,23,19,0.298701,0.826087
1719,0.01,0.702173,25,21,0.324675,0.84
1720,0.01,0.745984,22,19,0.285714,0.863636
1721,0.01,0.807214,32,27,0.415584,0.84375
1722,0.01,0.778937,24,21,0.311688,0.875
1723,3.22,0.872546,27,16,0.350649,0.592593
1724,0.01,0.775412,26,20,0.337662,0.769231
1725,0.01,0.764477,28,25,0.363636,0.892857
1726,0.01,0.778922,29,21,0.376623,0.724138
1727,3.31,0.921402,27,19,0.350649,0.703704
1728,0.01,0.734616,27,25,0.350649,0.925926
1729,0.01,0.708241,27,24,0.350649,0.888889
1730,0.01,0.729378,27,24,0.350649,0.888889
1731,0.01,0.792884,27,22,0.350649,0.814815
1732,0.01,0.762452,27,23,0.350649,0.851852
1733,0.01,0.765001,25,20,0.324675,0.8
1734,0.01,0.784911,27,23,0.350649,0.851852
1735,0.01,0.745413,28,24,0.363636,0.857143
1736,0.01,0.722483,28,24,0.363636,0.857143
1737,0.01,0.740012,31,27,0.402597,0.870968
1738,0.01,0.830142,26,23,0.337662,0.884615
1739,0.01,0.816964,29,23,0.376623,0.793103
1740,0.01,0.775232,29,21,0.376623,0.724138
1741,3.31,0.892173,30,22,0.38961,0.733333
1742,0.01,0.809063,28,25,0.363636,0.892857
1743,0.01,0.753486,25,22,0.324675,0.88
1744,0.01,0.732674,28,24,0.363636,0.857143
1745,0.01,0.846327,25,20,0.324675,0.8
1746,0.01,0.784927,31,26,0.402597,0.83871
1747,0.01,0.723982,28,19,0.363636,0.678571
1748,3.22,0.843485,32,25,0.415584,0.78125
1749,0.01,0.851012,27,22,0.350649,0.814815
1750,0.01,0.810427,28,23,0.363636,0.821429
1751,3.31,1.051565,31,20,0.402597,0.645161
1752,0.01,0.891984,25,20,0.324675,0.8
1753,0.01,0.712468,32,27,0.415584,0.84375
1754,0.01,0.776873,31,26,0.402597,0.83871
1755,3.22,0.845063,32,22,0.415584,0.6875
1756,0.01,0.845764,24,22,0.311688,0.916667
1757,0.01,0.888718,33,27,0.428571,0.818182
1758,0.01,0.734469,29,25,0.376623,0.862069
1759,0.01,0.73777,28,24,0.363636,0.857143
1760,0.01,0.699553,28,24,0.363636,0.857143
1761,0.01,0.758152,28,24,0.363636,0.857143
1762,0.01,0.742354,31,26,0.402597,0.83871
1763,0.01,0.793638,33,26,0.428571,0.787879
1764,0.01,0.700826,28,24,0.363636,0.857143
1765,0.01,0.739345,29,26,0.376623,0.896552
1766,0.01,0.868652,26,21,0.337662,0.807692
1767,0.01,0.842365,28,21,0.363636,0.75
1768,0.01,0.744574,31,28,0.402597,0.903226
1769,0.01,0.777031,27,22,0.350649,0.814815
1770,0.01,0.734455,24,19,0.311688,0.791667
1771,0.01,0.769779,26,23,0.337662,0.884615
1772,0.01,0.75049,31,24,0.402597,0.774194
1773,0.01,0.809497,29,25,0.376623,0.862069
1774,0.01,0.872562,22,17,0.285714,0.772727
1775,0.01,0.745084,26,23,0.337662,0.884615
1776,0.01,0.742395,31,25,0.402597,0.806452
1777,0.01,0.706223,29,24,0.376623,0.827586
1778,3.22,0.962812,27,18,0.350649,0.666667
1779,0.01,0.762546,27,21,0.350649,0.777778
1780,0.01,0.813693,31,26,0.402597,0.83871
1781,0.01,0.69016,26,24,0.337662,0.923077
1782,0.01,0.741488,32,26,0.415584,0.8125
1783,0.01,0.881095,23,19,0.298701,0.826087
1784,0.01,0.740706,29,23,0.376623,0.793103
1785,3.22,0.955484,31,22,0.402597,0.709677
1786,0.01,0.813231,29,24,0.376623,0.827586
1787,0.01,0.83783,29,24,0.376623,0.827586
1788,0.01,0.782174,26,22,0.337662,0.846154
1789,0.01,0.792059,25,21,0.324675,0.84
1790,0.01,0.762984,31,28,0.402597,0.903226
1791,0.01,0.730157,30,27,0.38961,0.9
1792,0.01,0.781409,30,24,0.38961,0.8
1793,0.01,0.728319,29,25,0.376623,0.862069
1794,0.01,0.720231,32,28,0.415584,0.875
1795,0.01,0.714789,29,25,0.376623,0.862069
1796,0.01,0.757013,28,21,0.363636,0.75
1797,0.01,0.782315,27,22,0.350649,0.814815
1798,0.01,0.831908,25,23,0.324675,0.92
1799,0.01,0.8127,27,22,0.350649,0.814815
1800,0.01,0.782556,30,25,0.38961,0.833333
1801,3.22,0.821991,31,25,0.402597,0.806452
1802,0.01,0.752706,30,28,0.38961,0.933333
1803,0.01,0.743858,26,20,0.337662,0.769231
1804,0.01,0.733109,31,27,0.402597,0.870968
1805,0.01,0.761271,27,20,0.350649,0.740741
1806,3.31,1.036435,26,18,0.337662,0.692308
1807,0.01,0.827947,29,25,0.376623,0.862069
1808,0.01,0.758197,28,23,0.363636,0.821429
1809,0.01,0.749235,28,24,0.363636,0.857143
1810,0.01,0.787553,27,23,0.350649,0.851852
1811,0.01,0.752009,25,23,0.324675,0.92
1812,0.01,0.810162,34,27,0.441558,0.794118
1813,0.01,0.741315,27,23,0.350649,0.851852
1814,0.01,0.779673,27,22,0.350649,0.814815
1815,0.01,0.878087,31,27,0.402597,0.870968
1816,0.01,0.848637,23,17,0.298701,0.73913
1817,0.01,0.795635,30,25,0.38961,0.833333
1818,0.01,0.852511,28,22,0.363636,0.785714
1819,0.01,0.798122,27,23,0.350649,0.851852
1820,0.01,0.694572,30,25,0.38961,0.833333
1821,3.31,0.983226,28,19,0.363636,0.678571
1822,3.31,0.920993,27,18,0.350649,0.666667
1823,0.01,0.755694,28,22,0.363636,0.785714
1824,3.31,0.900628,27,19,0.350649,0.703704
1825,0.01,0.800717,27,24,0.350649,0.888889
1826,0.01,0.74126,26,17,0.337662,0.653846
1827,0.01,0.786453,25,19,0.324675,0.76
1828,0.01,0.727821,30,26,0.38961,0.866667
1829,0.01,0.662729,21,16,0.272727,0.761905
1830,0.01,0.799294,25,19,0.324675,0.76
1831,0.01,0.701232,26,22,0.337662,0.846154
1832,0.01,0.776032,28,23,0.363636,0.821429
1833,0.01,0.789861,29,24,0.376623,0.827586
1834,3.22,0.918725,31,20,0.402597,0.645161
1835,3.22,0.92451,32,25,0.415584,0.78125
1836,0.01,0.790288,27,21,0.350649,0.777778
1837,0.01,0.798917,28,24,0.363636,0.857143
1838,0.01,0.722097,25,22,0.324675,0.88
1839,0.01,0.865868,30,23,0.38961,0.766667
1840,0.01,0.903902,27,21,0.350649,0.777778
1841,0.01,0.807081,29,24,0.376623,0.827586
1842,0.01,0.814204,28,24,0.363636,0.857143
1843,0.01,0.714789,29,25,0.376623,0.862069
1844,0.01,0.732719,28,23,0.363636,0.821429
1845,3.22,0.881478,29,24,0.376623,0.827586
1846,0.01,0.786119,31,25,0.402597,0.806452
1847,0.01,0.823576,24,20,0.311688,0.833333
1848,0.01,0.738861,24,20,0.311688,0.833333
1849,0.01,0.782356,28,24,0.363636,0.857143
1850,0.01,0.766599,31,24,0.402597,0.774194
1851,0.01,0.791516,27,23,0.350649,0.851852
1852,0.01,0.776984,27,23,0.350649,0.851852
1853,0.01,0.827582,31,24,0.402597,0.774194
1854,3.31,1.01992,29,20,0.376623,0.689655
1855,0.01,0.825444,29,26,0.376623,0.896552
1856,3.22,0.921531,32,25,0.415584,0.78125
1857,0.01,0.803478,29,22,0.376623,0.758621
1858,0.01,0.79009,28,22,0.363636,0.785714
1859,0.01,0.837815,31,27,0.402597,0.870968
1860,0.01,0.819212,27,24,0.350649,0.888889
1861,0.01,0.788417,30,27,0.38961,0.9
1862,0.01,0.820556,31,27,0.402597,0.870968
1863,0.01,0.711247,31,27,0.402597,0.870968
1864,0.01,0.784985,29,23,0.376623,0.793103
1865,0.01,0.704302,31,28,0.402597,0.903226
1866,0.01,0.689003,29,24,0.376623,0.827586
1867,0.01,0.741114,26,20,0.337662,0.769231
1868,0.01,0.809181,25,21,0.324675,0.84
1869,0.01,0.782173,25,19,0.324675,0.76
1870,0.01,0.816662,28,26,0.363636,0.928571
1871,0.01,0.831304,30,25,0.38961,0.833333
1872,0.01,0.811253,23,20,0.298701,0.869565
1873,0.01,0.782525,29,23,0.376623,0.793103
1874,0.01,0.693612,25,21,0.324675,0.84
1875,0.01,0.75606,26,23,0.337662,0.884615
1876,0.01,0.723065,30,26,0.38961,0.866667
1877,0.01,0.735742,29,24,0.376623,0.827586
1878,0.01,0.725883,32,26,0.415584,0.8125
1879,0.01,0.795924,29,26,0.376623,0.896552
1880,0.01,0.814837,25,22,0.324675,0.88
1881,0.01,0.756315,20,18,0.25974,0.9
1882,0.01,0.717297,28,26,0.363636,0.928571
1883,0.01,0.800721,25,19,0.324675,0.76
1884,0.01,0.677851,28,25,0.363636,0.892857
1885,0.01,0.710071,30,24,0.38961,0.8
1886,0.01,0.722213,29,24,0.376623,0.827586
1887,0.01,0.791656,27,20,0.350649,0.740741
1888,0.01,0.712428,32,28,0.415584,0.875
1889,0.01,0.720178,27,23,0.350649,0.851852
1890,0.01,0.703003,27,23,0.350649,0.851852
1891,0.01,0.77546,26,19,0.337662,0.730769
1892,0.01,0.754785,26,21,0.337662,0.807692
1893,0.01,0.736077,27,22,0.350649,0.814815
1894,0.01,0.799093,25,23,0.324675,0.92
1895,0.01,0.729994,26,23,0.337662,0.884615
1896,3.22,0.972967,28,20,0.363636,0.714286
1897,0.01,0.778922,29,21,0.376623,0.724138
1898,0.01,0.797584,31,26,0.402597,0.83871
1899,3.22,1.010395,28,18,0.363636,0.642857
1900,0.01,0.849737,27,21,0.350649,0.777778
1901,0.01,0.713603,29,24,0.376623,0.827586
1902,0.01,0.803968,28,25,0.363636,0.892857
1903,0.01,0.7723,28,21,0.363636,0.75
1904,0.01,0.84591,31,26,0.402597,0.83871
1905,0.01,0.863164,26,21,0.337662,0.807692
1906,0.01,0.797261,32,25,0.415584,0.78125
1907,0.01,0.732719,28,23,0.363636,0.821429
1908,0.01,0.728406,29,23,0.376623,0.793103
1909,0.01,0.777349,33,28,0.428571,0.848485
1910,0.01,0.776569,30,26,0.38961,0.866667
1911,0.01,0.777518,29,25,0.376623,0.862069
1912,0.01,0.744049,28,26,0.363636,0.928571
1913,0.01,0.76382,27,22,0.350649,0.814815
1914,0.01,0.781616,32,26,0.415584,0.8125
1915,0.01,0.781435,31,27,0.402597,0.870968
1916,0.01,0.861627,27,21,0.350649,0.777778
1917,0.01,0.807332,32,24,0.415584,0.75
1918,0.01,0.75521,24,20,0.311688,0.833333
1919,0.01,0.765218,29,25,0.376623,0.862069
1920,0.01,0.861113,29,26,0.376623,0.896552
1921,0.01,0.758017,28,27,0.363636,0.964286
1922,0.01,0.731355,28,25,0.363636,0.892857
1923,0.01,0.750683,25,21,0.324675,0.84
1924,0.01,0.775506,30,23,0.38961,0.766667
1925,0.01,0.84817,26,19,0.337662,0.730769
1926,0.01,0.766405,29,26,0.376623,0.896552
1927,0.01,0.717119,29,28,0.376623,0.965517
1928,0.01,0.807509,27,20,0.350649,0.740741
1929,0.01,0.795032,32,25,0.415584,0.78125
1930,0.01,0.730746,27,23,0.350649,0.851852
1931,0.01,0.745782,30,23,0.38961,0.766667
1932,0.01,0.742122,25,21,0.324675,0.84
1933,0.01,0.68701,27,26,0.350649,0.962963
1934,3.22,0.883985,26,19,0.337662,0.730769
1935,0.01,0.758463,31,26,0.402597,0.83871
1936,0.01,0.764216,31,26,0.402597,0.83871
1937,0.01,0.83168,29,24,0.376623,0.827586
1938,0.01,0.658788,28,24,0.363636,0.857143
1939,0.01,0.866403,25,18,0.324675,0.72
1940,0.01,0.764657,28,21,0.363636,0.75
1941,0.01,0.744793,32,27,0.415584,0.84375
1942,0.01,0.937291,30,21,0.38961,0.7
1943,0.01,0.846657,29,19,0.376623,0.655172
1944,0.01,0.709562,27,24,0.350649,0.888889
1945,0.01,0.803391,29,24,0.376623,0.827586
1946,0.01,0.845951,31,25,0.402597,0.806452
1947,0.01,0.693093,28,26,0.363636,0.928571
1948,3.22,0.922913,28,19,0.363636,0.678571
1949,0.01,0.751819,29,22,0.376623,0.758621
1950,0.01,0.719234,32,25,0.415584,0.78125
1951,0.01,0.777893,25,19,0.324675,0.76
1952,0.01,0.735262,23,20,0.298701,0.869565
1953,3.31,0.998657,31,21,0.402597,0.677419
1954,0.01,0.661956,27,25,0.350649,0.925926
1955,0.01,0.700781,28,25,0.363636,0.892857
1956,0.01,0.826172,26,20,0.337662,0.769231
1957,0.01,0.703719,29,25,0.376623,0.862069
1958,0.01,0.791037,24,17,0.311688,0.708333
1959,0.01,0.780284,31,27,0.402597,0.870968
1960,0.01,0.723231,26,21,0.337662,0.807692
1961,0.01,0.819288,30,28,0.38961,0.933333
1962,0.01,0.828127,28,26,0.363636,0.928571
1963,0.01,0.764339,26,22,0.337662,0.846154
1964,0.01,0.83206,25,20,0.324675,0.8
1965,0.01,0.735994,24,18,0.311688,0.75
1966,0.01,0.739476,29,23,0.376623,0.793103
1967,0.01,0.774295,27,24,0.350649,0.888889
1968,0.01,0.809076,34,28,0.441558,0.823529
1969,0.01,0.685001,25,22,0.324675,0.88
1970,0.01,0.765262,29,24,0.376623,0.827586
1971,0.01,0.826988,28,23,0.363636,0.821429
1972,0.01,0.76126,24,18,0.311688,0.75
1973,0.01,0.688678,33,29,0.428571,0.878788
1974,0.01,0.804774,27,22,0.350649,0.814815
1975,0.01,0.853562,25,18,0.324675,0.72
1976,0.01,0.668934,28,25,0.363636,0.892857
1977,0.01,0.829206,25,20,0.324675,0.8
1978,0.01,0.755894,27,22,0.350649,0.814815
1979,0.01,0.819372,30,26,0.38961,0.866667
1980,0.01,0.739168,25,23,0.324675,0.92
1981,0.01,0.800307,30,27,0.38961,0.9
1982,0.01,0.766369,27,24,0.350649,0.888889
1983,0.01,0.746725,29,26,0.376623,0.896552
1984,0.01,0.720939,29,25,0.376623,0.862069
1985,0.01,0.792068,30,25,0.38961,0.833333
1986,0.01,0.659965,30,28,0.38961,0.933333
1987,0.01,0.831289,27,20,0.350649,0.740741
1988,0.01,0.685585,28,23,0.363636,0.821429
1989,0.01,0.818225,30,25,0.38961,0.833333
1990,0.01,0.700391,30,28,0.38961,0.933333
1991,0.01,0.785026,25,19,0.324675,0.76
1992,3.22,0.852905,27,21,0.350649,0.777778
1993,0.01,0.785004,27,21,0.350649,0.777778
1994,0.01,0.823222,27,23,0.350649,0.851852
1995,0.01,0.781251,29,24,0.376623,0.827586
1996,0.01,0.704371,27,22,0.350649,0.814815
1997,0.01,0.725462,27,23,0.350649,0.851852
1998,0.01,0.730199,30,26,0.38961,0.866667
1999,0.01,0.855014,28,23,0.363636,0.821429
2000,0.01,0.809806,26,18,0.337662,0.692308
2001,0.01,0.767083,26,22,0.337662,0.846154
2002,0.01,0.685995,22,19,0.285714,0.863636
2003,0.01,0.74092,26,24,0.337662,0.923077
2004,0.01,0.828968,30,24,0.38961,0.8
2005,0.01,0.742354,31,26,0.402597,0.83871
2006,0.01,0.768343,28,24,0.363636,0.857143
2007,0.01,0.717041,31,26,0.402597,0.83871
2008,0.01,0.817938,27,23,0.350649,0.851852
2009,0.01,0.784869,26,23,0.337662,0.884615
2010,0.01,0.720231,32,28,0.415584,0.875
2011,0.01,0.881325,30,23,0.38961,0.766667
2012,0.01,0.68563,28,22,0.363636,0.785714
2013,0.01,0.728151,27,22,0.350649,0.814815
2014,0.01,0.804488,31,26,0.402597,0.83871
2015,0.01,0.807369,27,23,0.350649,0.851852
2016,0.01,0.863976,28,22,0.363636,0.785714
2017,0.01,0.729472,27,22,0.350649,0.814815
2018,0.01,0.744649,24,23,0.311688,0.958333
2019,0.01,0.734259,31,27,0.402597,0.870968
2020,0.01,0.803499,27,21,0.350649,0.777778
2021,0.01,0.787553,27,23,0.350649,0.851852
2022,0.01,0.802285,33,26,0.428571,0.787879
2023,0.01,0.79009,28,22,0.363636,0.785714
2024,0.01,0.738999,28,25,0.363636,0.892857
2025,0.01,0.802268,31,24,0.402597,0.774194
2026,0.01,0.690658,25,23,0.324675,0.92
2027,0.01,0.799671,34,27,0.441558,0.794118
2028,0.01,0.781325,30,26,0.38961,0.866667
2029,0.01,0.765613,24,20,0.311688,0.833333
2030,0.01,0.765613,24,20,0.311688,0.833333
2031,3.31,1.063625,25,18,0.324675,0.72
2032,0.01,0.746887,30,25,0.38961,0.833333
2033,0.01,0.706816,32,29,0.415584,0.90625
2034,0.01,0.807509,27,20,0.350649,0.740741
2035,0.01,0.827165,22,17,0.285714,0.772727
2036,0.01,0.644551,30,27,0.38961,0.9
2037,3.22,0.930231,31,23,0.402597,0.741935
2038,0.01,0.683349,26,23,0.337662,0.884615
