resample,threshold,oob_cpwer,n_oob,n_escalated_oob,oob_fraction,escalation_fraction_oob
5909,0.01,0.823967,31,28,0.402597,0.903226
5910,0.01,0.834485,31,24,0.402597,0.774194
5911,0.01,0.88913,25,20,0.324675,0.8
5912,0.01,0.762499,27,22,0.350649,0.814815
5913,0.01,0.694488,30,27,0.38961,0.9
5914,0.01,0.767024,28,25,0.363636,0.892857
5915,0.01,0.78957,31,25,0.402597,0.806452
5916,0.01,0.788304,32,26,0.415584,0.8125
5917,0.01,0.756205,26,20,0.337662,0.769231
5918,0.01,0.752635,32,26,0.415584,0.8125
5919,0.01,0.8621,31,24,0.402597,0.774194
5920,3.31,0.953042,30,19,0.38961,0.633333
5921,0.01,0.769181,25,22,0.324675,0.88
5922,0.01,0.863261,26,19,0.337662,0.730769
5923,0.01,0.664739,27,22,0.350649,0.814815
5924,0.01,0.767783,27,22,0.350649,0.814815
5925,0.01,0.808441,29,21,0.376623,0.724138
5926,0.01,0.746803,30,27,0.38961,0.9
5927,0.01,0.782223,26,21,0.337662,0.807692
5928,0.01,0.735984,27,24,0.350649,0.888889
5929,0.01,0.727347,26,21,0.337662,0.807692
5930,0.01,0.689732,30,27,0.38961,0.9
5931,3.31,0.974232,33,21,0.428571,0.636364
5932,0.01,0.763913,27,20,0.350649,0.740741
5933,0.01,0.75271,31,26,0.402597,0.83871
5934,0.01,0.682332,24,21,0.311688,0.875
5935,0.01,0.75981,27,23,0.350649,0.851852
5936,0.01,0.740295,24,21,0.311688,0.875
5937,0.01,0.787693,27,20,0.350649,0.740741
5938,0.01,0.802739,28,24,0.363636,0.857143
5939,0.01,0.911908,25,21,0.324675,0.84
5940,0.01,0.832535,30,24,0.38961,0.8
5941,0.01,0.890863,28,19,0.363636,0.678571
5942,0.01,0.758442,27,24,0.350649,0.888889
5943,0.01,0.75521,30,25,0.38961,0.833333
5944,3.22,0.971254,28,21,0.363636,0.75
5945,0.01,0.780528,24,19,0.311688,0.791667
5946,0.01,0.881996,25,20,0.324675,0.8
5947,3.31,0.883536,26,19,0.337662,0.730769
5948,0.01,0.84382,23,20,0.298701,0.869565
5949,0.01,0.719498,30,26,0.38961,0.866667
5950,0.01,0.82524,31,25,0.402597,0.806452
5951,0.01,0.734012,26,25,0.337662,0.961538
5952,0.01,0.764951,25,21,0.324675,0.84
5953,0.01,0.745495,29,26,0.376623,0.896552
5954,0.01,0.70838,28,26,0.363636,0.928571
5955,0.01,0.754063,30,24,0.38961,0.8
5956,0.01,0.770285,27,25,0.350649,0.925926
5957,0.01,0.789564,30,28,0.38961,0.933333
5958,0.01,0.851447,29,22,0.376623,0.758621
5959,0.01,0.717918,25,20,0.324675,0.8
5960,0.01,0.800857,27,21,0.350649,0.777778
5961,0.01,0.779479,26,21,0.337662,0.807692
5962,0.01,0.810858,29,22,0.376623,0.758621
5963,0.01,0.852814,31,26,0.402597,0.83871
5964,0.01,0.756591,24,22,0.311688,0.916667
5965,0.01,0.837707,27,24,0.350649,0.888889
5966,0.01,0.730889,31,25,0.402597,0.806452
5967,3.22,0.93051,27,22,0.350649,0.814815
5968,3.31,0.994341,29,23,0.376623,0.793103
5969,0.01,0.7607,28,24,0.363636,0.857143
5970,0.01,0.824089,31,25,0.402597,0.806452
5971,0.01,0.762968,26,22,0.337662,0.846154
5972,0.01,0.773461,25,22,0.324675,0.88
5973,0.01,0.713595,30,25,0.38961,0.833333
5974,0.01,0.906252,25,20,0.324675,0.8
5975,0.01,0.786338,26,21,0.337662,0.807692
5976,0.01,0.727246,34,28,0.441558,0.823529
5977,0.01,0.813693,31,26,0.402597,0.83871
5978,3.31,1.015905,26,17,0.337662,0.653846
5979,0.01,0.798857,31,23,0.402597,0.741935
5980,0.01,0.754105,30,23,0.38961,0.766667
5981,0.01,0.729697,31,26,0.402597,0.83871
5982,0.01,0.760075,23,20,0.298701,0.869565
5983,0.01,0.803347,29,25,0.376623,0.862069
5984,0.01,0.737394,33,27,0.428571,0.818182
5985,0.01,0.860306,27,21,0.350649,0.777778
5986,0.01,0.759381,28,25,0.363636,0.892857
5987,0.01,0.745458,28,23,0.363636,0.821429
5988,0.01,0.730807,31,27,0.402597,0.870968
5989,0.01,0.825958,27,21,0.350649,0.777778
5990,3.31,0.953205,32,24,0.415584,0.75
5991,0.01,0.774612,31,25,0.402597,0.806452
5992,0.01,0.787497,28,23,0.363636,0.821429
5993,0.01,0.799788,29,22,0.376623,0.758621
5994,3.22,0.906112,25,17,0.324675,0.68
5995,0.01,0.764702,28,20,0.363636,0.714286
5996,0.01,0.736102,30,27,0.38961,0.9
5997,3.22,0.887729,25,22,0.324675,0.88
5998,0.01,0.835112,27,23,0.350649,0.851852
5999,0.01,0.751402,32,29,0.415584,0.90625
6000,0.01,0.747142,34,29,0.441558,0.852941
6001,0.01,0.803752,32,30,0.415584,0.9375
6002,0.01,0.72039,26,23,0.337662,0.884615
6003,0.01,0.680557,26,24,0.337662,0.923077
6004,0.01,0.694994,23,19,0.298701,0.826087
6005,0.01,0.774893,28,20,0.363636,0.714286
6006,0.01,0.757312,31,26,0.402597,0.83871
6007,0.01,0.756652,29,24,0.376623,0.827586
6008,0.01,0.803958,30,25,0.38961,0.833333
6009,0.01,0.73553,26,22,0.337662,0.846154
6010,0.01,0.835252,27,20,0.350649,0.740741
6011,0.01,0.739947,27,24,0.350649,0.888889
6012,0.01,0.776653,30,24,0.38961,0.8
6013,0.01,0.842949,24,19,0.311688,0.791667
6014,0.01,0.677986,28,22,0.363636,0.785714
6015,0.01,0.759606,28,20,0.363636,0.714286
6016,0.01,0.774989,25,20,0.324675,0.8
6017,0.01,0.719456,30,27,0.38961,0.9
6018,0.01,0.79179,31,27,0.402597,0.870968
6019,0.01,0.72683,27,22,0.350649,0.814815
6020,0.01,0.700475,30,26,0.38961,0.866667
6021,0.01,0.81933,30,27,0.38961,0.9
6022,0.01,0.760385,29,23,0.376623,0.793103
6023,0.01,0.787269,31,25,0.402597,0.806452
6024,0.01,0.79852,24,16,0.311688,0.666667
6025,0.01,0.799796,24,20,0.311688,0.833333
6026,0.01,0.686456,29,26,0.376623,0.896552
6027,0.01,0.745325,27,22,0.350649,0.814815
6028,0.01,0.849768,33,28,0.428571,0.848485
6029,0.01,0.795526,27,22,0.350649,0.814815
6030,0.01,0.741849,29,25,0.376623,0.862069
6031,0.01,0.845821,27,20,0.350649,0.740741
6032,3.31,1.016393,28,20,0.363636,0.714286
6033,0.01,0.727779,30,27,0.38961,0.9
6034,0.01,0.798098,38,31,0.493506,0.815789
6035,0.01,0.780243,31,28,0.402597,0.903226
6036,3.22,0.858696,26,20,0.337662,0.769231
6037,0.01,0.804774,27,22,0.350649,0.814815
6038,0.01,0.70986,30,29,0.38961,0.966667
6039,0.01,0.813274,29,23,0.376623,0.793103
6040,0.01,0.798734,26,20,0.337662,0.769231
6041,0.01,0.877387,27,23,0.350649,0.851852
6042,3.31,1.040053,26,18,0.337662,0.692308
6043,0.01,0.768083,32,30,0.415584,0.9375
6044,0.01,0.813461,25,21,0.324675,0.84
6045,0.01,0.803378,31,25,0.402597,0.806452
6046,0.01,0.75521,36,30,0.467532,0.833333
6047,0.01,0.873423,27,23,0.350649,0.851852
6048,0.01,0.788816,28,22,0.363636,0.785714
6049,0.01,0.792068,30,25,0.38961,0.833333
6050,0.01,0.743122,29,24,0.376623,0.827586
6051,0.01,0.829052,30,22,0.38961,0.733333
6052,0.01,0.728449,29,22,0.376623,0.758621
6053,3.22,0.920343,28,20,0.363636,0.714286
6054,3.22,0.943164,33,21,0.428571,0.636364
6055,0.01,0.743718,32,26,0.415584,0.8125
6056,0.01,0.688543,30,27,0.38961,0.9
6057,0.01,0.782446,28,22,0.363636,0.785714
6058,0.01,0.722213,29,24,0.376623,0.827586
6059,0.01,0.794953,32,27,0.415584,0.84375
6060,0.01,0.83848,30,24,0.38961,0.8
6061,0.01,0.813187,29,25,0.376623,0.862069
6062,0.01,0.740706,29,23,0.376623,0.793103
6063,0.01,0.719709,29,25,0.376623,0.862069
6064,0.01,0.757388,35,30,0.454545,0.857143
6065,0.01,0.730342,32,26,0.415584,0.8125
6066,0.01,0.7225,32,27,0.415584,0.84375
6067,0.01,0.749223,30,26,0.38961,0.866667
6068,0.01,0.669307,25,22,0.324675,0.88
6069,0.01,0.85365,28,25,0.363636,0.892857
6070,0.01,0.718903,27,22,0.350649,0.814815
6071,0.01,0.861213,22,17,0.285714,0.772727
6072,0.01,0.820698,29,22,0.376623,0.758621
6073,0.01,0.803553,23,19,0.298701,0.826087
6074,0.01,0.862344,30,22,0.38961,0.733333
6075,0.01,0.816092,32,28,0.415584,0.875
6076,0.01,0.73149,28,22,0.363636,0.785714
6077,0.01,0.926494,31,25,0.402597,0.806452
6078,0.01,0.817843,26,22,0.337662,0.846154
6079,0.01,0.758422,31,27,0.402597,0.870968
6080,0.01,0.746687,28,24,0.363636,0.857143
6081,0.01,0.782481,29,24,0.376623,0.827586
6082,0.01,0.777261,28,24,0.363636,0.857143
6083,0.01,0.711409,31,23,0.402597,0.741935
6084,0.01,0.824485,28,22,0.363636,0.785714
6085,0.01,0.752921,28,27,0.363636,0.964286
6086,0.01,0.820579,34,29,0.441558,0.852941
6087,0.01,0.786268,28,22,0.363636,0.785714
6088,3.22,0.909145,24,17,0.311688,0.708333
6089,0.01,0.802769,30,25,0.38961,0.833333
6090,0.01,0.789357,25,18,0.324675,0.72
6091,0.01,0.799396,27,24,0.350649,0.888889
6092,0.01,0.713511,30,27,0.38961,0.9
6093,0.01,0.802834,32,25,0.415584,0.78125
6094,3.22,0.830388,30,21,0.38961,0.7
6095,3.22,0.850837,29,19,0.376623,0.655172
6096,3.22,0.809859,27,20,0.350649,0.740741
6097,0.01,0.790396,33,26,0.428571,0.787879
6098,0.01,0.808656,33,29,0.428571,0.878788
6099,0.01,0.716063,29,24,0.376623,0.827586
6100,3.22,0.966182,29,19,0.376623,0.655172
6101,0.01,0.743194,30,28,0.38961,0.933333
6102,0.01,0.768204,30,27,0.38961,0.9
6103,0.01,0.796434,31,26,0.402597,0.83871
6104,0.01,0.773394,28,25,0.363636,0.892857
6105,0.01,0.734829,30,29,0.38961,0.966667
6106,0.01,0.805496,26,22,0.337662,0.846154
6107,0.01,0.789596,23,19,0.298701,0.826087
6108,0.01,0.730081,28,25,0.363636,0.892857
6109,0.01,0.756491,25,19,0.324675,0.76
6110,0.01,0.735836,32,28,0.415584,0.875
6111,0.01,0.744793,32,27,0.415584,0.84375
6112,0.01,0.83537,29,24,0.376623,0.827586
6113,0.01,0.780094,30,27,0.38961,0.9
6114,0.01,0.84382,23,20,0.298701,0.869565
6115,3.31,0.95755,35,26,0.454545,0.742857
6116,0.01,0.775422,30,25,0.38961,0.833333
6117,0.01,0.726215,28,26,0.363636,0.928571
6118,0.01,0.756108,26,22,0.337662,0.846154
6119,0.01,0.745325,27,22,0.350649,0.814815
6120,0.01,0.707609,30,26,0.38961,0.866667
6121,0.01,0.788981,35,30,0.454545,0.857143
6122,0.01,0.833838,27,22,0.350649,0.814815
6123,0.01,0.841568,24,17,0.311688,0.708333
6124,0.01,0.650207,27,22,0.350649,0.814815
6125,0.01,0.818295,31,26,0.402597,0.83871
6126,0.01,0.79179,31,27,0.402597,0.870968
6127,0.01,0.734761,32,27,0.415584,0.84375
6128,0.01,0.849282,25,18,0.324675,0.72
6129,0.01,0.845233,26,23,0.337662,0.884615
6130,0.01,0.830108,27,17,0.350649,0.62963
6131,0.01,0.747877,26,22,0.337662,0.846154
6132,0.01,0.802097,25,20,0.324675,0.8
6133,0.01,0.736805,26,24,0.337662,0.923077
6134,0.01,0.922855,30,25,0.38961,0.833333
6135,0.01,0.809216,22,19,0.285714,0.863636
6136,0.01,0.797778,28,21,0.363636,0.75
6137,0.01,0.7778,30,25,0.38961,0.833333
6138,0.01,0.741892,29,24,0.376623,0.827586
6139,0.01,0.714884,28,23,0.363636,0.821429
6140,0.01,0.732883,26,20,0.337662,0.769231
6141,0.01,0.762715,29,26,0.376623,0.896552
6142,3.22,0.939798,29,21,0.376623,0.724138
6143,0.01,0.709562,27,24,0.350649,0.888889
6144,0.01,0.813405,29,20,0.376623,0.689655
6145,0.01,0.847095,27,21,0.350649,0.777778
6146,0.01,0.756547,34,30,0.441558,0.882353
6147,0.01,0.74916,24,22,0.311688,0.916667
6148,0.01,0.762715,29,26,0.376623,0.896552
6149,3.31,0.932203,28,19,0.363636,0.678571
6150,0.01,0.834913,25,20,0.324675,0.8
6151,0.01,0.80913,25,22,0.324675,0.88
6152,0.01,0.771611,24,19,0.311688,0.791667
6153,0.01,0.828819,26,22,0.337662,0.846154
6154,0.01,0.8448,25,22,0.324675,0.88
6155,3.22,0.874903,29,23,0.376623,0.793103
6156,0.01,0.735836,32,28,0.415584,0.875
6157,0.01,0.78037,24,22,0.311688,0.916667
6158,0.01,0.800191,28,24,0.363636,0.857143
6159,0.01,0.826988,28,23,0.363636,0.821429
6160,0.01,0.781208,29,25,0.376623,0.862069
6161,0.01,0.799286,30,23,0.38961,0.766667
6162,0.01,0.763913,27,20,0.350649,0.740741
6163,0.01,0.779917,22,21,0.285714,0.954545
6164,0.01,0.802753,26,22,0.337662,0.846154
6165,3.22,0.782293,30,25,0.38961,0.833333
6166,0.01,0.887029,29,24,0.376623,0.827586
6167,0.01,0.760342,29,24,0.376623,0.827586
6168,0.01,0.775266,26,23,0.337662,0.884615
6169,0.01,0.854938,25,19,0.324675,0.76
6170,0.01,0.784934,30,25,0.38961,0.833333
6171,0.01,0.724951,25,22,0.324675,0.88
6172,0.01,0.786081,30,26,0.38961,0.866667
6173,0.01,0.868186,27,22,0.350649,0.814815
6174,0.01,0.749212,32,28,0.415584,0.875
6175,0.01,0.747961,28,24,0.363636,0.857143
6176,0.01,0.734997,30,25,0.38961,0.833333
6177,0.01,0.682902,28,26,0.363636,0.928571
6178,0.01,0.779147,24,17,0.311688,0.708333
6179,0.01,0.761485,29,26,0.376623,0.896552
6180,3.22,1.061881,28,17,0.363636,0.607143
6181,0.01,0.786325,27,21,0.350649,0.777778
6182,0.01,0.813975,27,23,0.350649,0.851852
6183,0.01,0.845817,24,21,0.311688,0.875
6184,3.31,1.000738,27,18,0.350649,0.666667
6185,0.01,0.843594,28,22,0.363636,0.785714
6186,0.01,0.813728,26,22,0.337662,0.846154
6187,0.01,0.659269,25,23,0.324675,0.92
6188,0.01,0.771944,33,28,0.428571,0.848485
6189,0.01,0.855006,29,25,0.376623,0.862069
6190,0.01,0.805764,29,26,0.376623,0.896552
6191,0.01,0.667705,28,24,0.363636,0.857143
6192,0.01,0.795573,27,21,0.350649,0.777778
6193,0.01,0.77043,32,27,0.415584,0.84375
6194,3.31,0.935341,25,15,0.324675,0.6
6195,0.01,0.828773,31,23,0.402597,0.741935
6196,0.01,0.782126,26,23,0.337662,0.884615
6197,0.01,0.677907,33,28,0.428571,0.848485
6198,0.01,0.751601,30,26,0.38961,0.866667
6199,0.01,0.803521,29,21,0.376623,0.724138
6200,0.01,0.820494,25,23,0.324675,0.92
6201,0.01,0.790434,33,25,0.428571,0.757576
6202,0.01,0.791311,23,16,0.298701,0.695652
6203,0.01,0.726395,28,22,0.363636,0.785714
6204,3.31,0.992436,29,19,0.376623,0.655172
6205,0.01,0.774758,28,23,0.363636,0.821429
6206,0.01,0.813728,26,22,0.337662,0.846154
6207,0.01,0.812458,22,19,0.285714,0.863636
6208,0.01,0.754523,34,28,0.441558,0.823529
6209,3.22,0.72248,27,22,0.350649,0.814815
6210,0.01,0.834631,28,23,0.363636,0.821429
6211,0.01,0.796352,31,28,0.402597,0.903226
6212,0.01,0.763913,27,20,0.350649,0.740741
6213,0.01,0.774482,27,20,0.350649,0.740741
6214,0.01,0.808021,31,24,0.402597,0.774194
6215,0.01,0.80824,26,22,0.337662,0.846154
6216,0.01,0.768388,28,23,0.363636,0.821429
6217,0.01,0.775897,28,26,0.363636,0.928571
6218,0.01,0.731355,28,25,0.363636,0.892857
6219,0.01,0.74119,35,27,0.454545,0.771429
6220,3.22,0.98456,24,16,0.311688,0.666667
6221,0.01,0.800857,27,21,0.350649,0.777778
6222,0.01,0.729549,29,25,0.376623,0.862069
6223,0.01,0.856378,28,21,0.363636,0.75
6224,0.01,0.70692,27,24,0.350649,0.888889
6225,0.01,0.733282,29,24,0.376623,0.827586
6226,0.01,0.728573,26,24,0.337662,0.923077
6227,0.01,0.781367,30,25,0.38961,0.833333
6228,0.01,0.77094,33,26,0.428571,0.787879
6229,0.01,0.755157,24,21,0.311688,0.875
6230,0.01,0.805159,23,18,0.298701,0.782609
6231,0.01,0.842173,30,21,0.38961,0.7
6232,0.01,0.772711,35,29,0.454545,0.828571
6233,0.01,0.812135,25,19,0.324675,0.76
6234,0.01,0.816197,24,19,0.311688,0.791667
6235,0.01,0.812453,26,20,0.337662,0.769231
6236,0.01,0.748141,28,20,0.363636,0.714286
6237,0.01,0.815056,32,26,0.415584,0.8125
6238,0.01,0.819117,24,20,0.311688,0.833333
6239,0.01,0.804076,26,23,0.337662,0.884615
6240,0.01,0.824048,31,26,0.402597,0.83871
6241,3.22,0.884587,30,24,0.38961,0.8
6242,0.01,0.819487,31,25,0.402597,0.806452
6243,0.01,0.734469,29,25,0.376623,0.862069
6244,0.01,0.87978,29,21,0.376623,0.724138
6245,0.01,0.72901,30,26,0.38961,0.866667
6246,0.01,0.77266,32,27,0.415584,0.84375
6247,0.01,0.681832,26,26,0.337662,1.0
6248,3.22,1.101664,30,19,0.38961,0.633333
6249,0.01,0.728406,29,23,0.376623,0.793103
6250,3.22,0.950432,28,20,0.363636,0.714286
6251,0.01,0.768208,28,27,0.363636,0.964286
6252,0.01,0.772165,28,24,0.363636,0.857143
6253,0.01,0.769104,27,22,0.350649,0.814815
6254,0.01,0.856357,30,23,0.38961,0.766667
6255,0.01,0.683094,27,25,0.350649,0.925926
6256,0.01,0.778259,27,24,0.350649,0.888889
6257,0.01,0.724459,36,31,0.467532,0.861111
6258,0.01,0.759112,29,24,0.376623,0.827586
6259,3.22,0.767281,27,24,0.350649,0.888889
6260,0.01,0.746855,29,23,0.376623,0.793103
6261,0.01,0.75386,31,26,0.402597,0.83871
6262,0.01,0.729996,24,19,0.311688,0.791667
6263,0.01,0.814068,27,21,0.350649,0.777778
6264,0.01,0.791273,28,24,0.363636,0.857143
6265,0.01,0.922304,27,23,0.350649,0.851852
6266,0.01,0.768865,29,26,0.376623,0.896552
6267,0.01,0.784949,28,23,0.363636,0.821429
6268,0.01,0.734512,29,24,0.376623,0.827586
6269,3.31,1.074422,30,19,0.38961,0.633333
6270,0.01,0.804307,24,19,0.311688,0.791667
6271,0.01,0.794825,29,23,0.376623,0.793103
6272,0.01,0.792982,31,26,0.402597,0.83871
6273,0.01,0.802874,28,21,0.363636,0.75
6274,0.01,0.734556,29,23,0.376623,0.793103
6275,0.01,0.639445,25,20,0.324675,0.8
6276,0.01,0.796847,27,22,0.350649,0.814815
6277,0.01,0.751977,27,21,0.350649,0.777778
6278,0.01,0.832376,27,25,0.350649,0.925926
6279,0.01,0.782556,30,25,0.38961,0.833333
6280,0.01,0.806515,28,25,0.363636,0.892857
6281,3.22,0.85501,33,26,0.428571,0.787879
6282,0.01,0.738626,27,24,0.350649,0.888889
6283,0.01,0.704731,24,19,0.311688,0.791667
6284,0.01,0.756243,31,24,0.402597,0.774194
6285,0.01,0.770379,27,23,0.350649,0.851852
6286,0.01,0.803252,33,29,0.428571,0.878788
6287,0.01,0.778352,27,22,0.350649,0.814815
6288,0.01,0.702122,25,22,0.324675,0.88
6289,0.01,0.754963,25,21,0.324675,0.84
6290,0.01,0.704738,28,22,0.363636,0.785714
6291,0.01,0.792026,30,26,0.38961,0.866667
6292,0.01,0.781088,27,20,0.350649,0.740741
6293,0.01,0.767668,31,26,0.402597,0.83871
6294,3.22,0.877804,33,24,0.428571,0.727273
6295,0.01,0.683829,30,26,0.38961,0.866667
6296,0.01,0.780021,29,24,0.376623,0.827586
6297,0.01,0.838325,26,24,0.337662,0.923077
6298,0.01,0.817938,27,23,0.350649,0.851852
6299,0.01,0.814884,31,25,0.402597,0.806452
6300,0.01,0.719935,28,24,0.363636,0.857143
6301,0.01,0.812322,30,24,0.38961,0.8
6302,0.01,0.764454,33,26,0.428571,0.787879
6303,0.01,0.790308,26,24,0.337662,0.923077
6304,0.01,0.71079,27,26,0.350649,0.962963
6305,0.01,0.763025,31,27,0.402597,0.870968
6306,0.01,0.762198,25,19,0.324675,0.76
6307,0.01,0.805105,30,26,0.38961,0.866667
6308,0.01,0.759242,29,21,0.376623,0.724138
6309,3.22,0.965839,31,24,0.402597,0.774194
6310,0.01,0.713688,25,19,0.324675,0.76
6311,0.01,0.733612,25,20,0.324675,0.8
6312,0.01,0.787646,27,21,0.350649,0.777778
6313,0.01,0.79206,25,21,0.324675,0.84
6314,0.01,0.765094,27,23,0.350649,0.851852
6315,0.01,0.78875,37,32,0.480519,0.864865
6316,0.01,0.723817,21,17,0.272727,0.809524
6317,0.01,0.729897,26,25,0.337662,0.961538
6318,0.01,0.716158,28,23,0.363636,0.821429
6319,0.01,0.856266,31,26,0.402597,0.83871
6320,0.01,0.876786,26,23,0.337662,0.884615
6321,0.01,0.903467,28,22,0.363636,0.785714
6322,0.01,0.792548,28,24,0.363636,0.857143
6323,0.01,0.828034,24,20,0.311688,0.833333
6324,0.01,0.769928,31,27,0.402597,0.870968
6325,0.01,0.798735,31,26,0.402597,0.83871
6326,0.01,0.776288,29,25,0.376623,0.862069
6327,0.01,0.796847,27,22,0.350649,0.814815
6328,0.01,0.753671,24,21,0.311688,0.875
6329,0.01,0.769783,33,28,0.428571,0.848485
6330,0.01,0.874032,28,25,0.363636,0.892857
6331,0.01,0.679224,27,23,0.350649,0.851852
6332,0.01,0.774713,21,18,0.272727,0.857143
6333,0.01,0.820613,23,19,0.298701,0.826087
6334,0.01,0.763727,27,24,0.350649,0.888889
6335,0.01,0.782481,29,24,0.376623,0.827586
6336,0.01,0.799349,27,25,0.350649,0.925926
6337,0.01,0.813728,26,22,0.337662,0.846154
6338,0.01,0.809541,29,24,0.376623,0.827586
6339,0.01,0.826464,30,27,0.38961,0.9
6340,0.01,0.813928,27,24,0.350649,0.888889
6341,0.01,0.778353,33,30,0.428571,0.909091
6342,0.01,0.765868,30,26,0.38961,0.866667
6343,0.01,0.812404,26,21,0.337662,0.807692
6344,0.01,0.811047,33,23,0.428571,0.69697
6345,0.01,0.723183,26,22,0.337662,0.846154
6346,3.31,0.833587,30,21,0.38961,0.7
6347,0.01,0.76591,30,25,0.38961,0.833333
6348,0.01,0.788081,22,20,0.285714,0.909091
6349,3.22,0.855713,29,20,0.376623,0.689655
6350,0.01,0.764339,26,22,0.337662,0.846154
6351,0.01,0.729113,23,19,0.298701,0.826087
6352,0.01,0.682809,22,18,0.285714,0.818182
6353,3.31,0.894098,24,20,0.311688,0.833333
6354,0.01,0.833357,28,23,0.363636,0.821429
6355,0.01,0.820741,29,21,0.376623,0.724138
6356,0.01,0.756357,30,26,0.38961,0.866667
6357,0.01,0.755378,29,25,0.376623,0.862069
6358,0.01,0.796866,30,24,0.38961,0.8
6359,0.01,0.786037,31,27,0.402597,0.870968
6360,0.01,0.76828,32,25,0.415584,0.78125
6361,0.01,0.776069,24,19,0.311688,0.791667
6362,0.01,0.79996,26,23,0.337662,0.884615
6363,3.22,0.956407,28,20,0.363636,0.714286
6364,0.01,0.754235,29,23,0.376623,0.793103
6365,0.01,0.780528,24,19,0.311688,0.791667
6366,0.01,0.798734,26,20,0.337662,0.769231
6367,0.01,0.880169,27,20,0.350649,0.740741
6368,0.01,0.70783,25,22,0.324675,0.88
6369,0.01,0.766942,24,23,0.311688,0.958333
6370,0.01,0.830952,31,26,0.402597,0.83871
6371,0.01,0.728622,26,23,0.337662,0.884615
6372,0.01,0.725001,25,21,0.324675,0.84
6373,0.01,0.734109,26,23,0.337662,0.884615
6374,0.01,0.741679,33,28,0.428571,0.848485
6375,0.01,0.798168,27,22,0.350649,0.814815
6376,0.01,0.685305,24,21,0.311688,0.875
6377,0.01,0.796491,25,18,0.324675,0.72
6378,0.01,0.79453,30,23,0.38961,0.766667
6379,0.01,0.773349,28,26,0.363636,0.928571
6380,0.01,0.830142,26,23,0.337662,0.884615
6381,0.01,0.857628,26,22,0.337662,0.846154
6382,0.01,0.876159,27,21,0.350649,0.777778
6383,0.01,0.81311,28,20,0.363636,0.714286
6384,0.01,0.689316,28,25,0.363636,0.892857
6385,0.01,0.8402,20,17,0.25974,0.85
6386,0.01,0.830494,29,23,0.376623,0.793103
6387,0.01,0.830855,28,22,0.363636,0.785714
6388,0.01,0.763574,30,24,0.38961,0.8
6389,0.01,0.750374,28,27,0.363636,0.964286
6390,0.01,0.701259,29,25,0.376623,0.862069
6391,0.01,0.726632,30,26,0.38961,0.866667
6392,0.01,0.689816,30,25,0.38961,0.833333
6393,0.01,0.759294,25,20,0.324675,0.8
6394,0.01,0.748203,33,27,0.428571,0.818182
6395,3.31,0.980491,26,22,0.337662,0.846154
6396,0.01,0.873471,33,30,0.428571,0.909091
6397,0.01,0.685018,30,26,0.38961,0.866667
6398,0.01,0.728104,27,23,0.350649,0.851852
6399,0.01,0.814606,24,21,0.311688,0.875
6400,0.01,0.799901,24,18,0.311688,0.75
6401,0.01,0.825246,32,22,0.415584,0.6875
6402,0.01,0.76057,25,23,0.324675,0.92
6403,0.01,0.717249,29,25,0.376623,0.862069
6404,0.01,0.784934,24,20,0.311688,0.833333
6405,0.01,0.815778,29,22,0.376623,0.758621
6406,0.01,0.764175,31,27,0.402597,0.870968
6407,3.22,0.848181,29,23,0.376623,0.793103
6408,0.01,0.745323,28,26,0.363636,0.928571
6409,0.01,0.727578,28,24,0.363636,0.857143
6410,0.01,0.757925,29,23,0.376623,0.793103
6411,0.01,0.809113,34,27,0.441558,0.794118
6412,0.01,0.739298,32,25,0.415584,0.78125
6413,0.01,0.741114,26,20,0.337662,0.769231
6414,0.01,0.800124,33,26,0.428571,0.787879
6415,0.01,0.775101,29,24,0.376623,0.827586
6416,0.01,0.712323,30,27,0.38961,0.9
6417,0.01,0.703928,26,23,0.337662,0.884615
6418,0.01,0.664404,29,24,0.376623,0.827586
6419,0.01,0.757588,30,25,0.38961,0.833333
6420,0.01,0.760175,26,23,0.337662,0.884615
6421,0.01,0.853511,25,19,0.324675,0.76
6422,0.01,0.763335,33,27,0.428571,0.818182
6423,0.01,0.810771,29,24,0.376623,0.827586
6424,0.01,0.828729,22,18,0.285714,0.818182
6425,0.01,0.821828,31,24,0.402597,0.774194
6426,0.01,0.927716,28,21,0.363636,0.75
6427,0.01,0.720492,31,26,0.402597,0.83871
6428,0.01,0.719666,29,26,0.376623,0.896552
6429,3.22,0.817304,28,23,0.363636,0.821429
6430,0.01,0.849873,28,24,0.363636,0.857143
6431,0.01,0.726023,26,20,0.337662,0.769231
6432,0.01,0.799396,27,24,0.350649,0.888889
6433,0.01,0.843041,32,23,0.415584,0.71875
6434,3.22,1.005052,25,18,0.324675,0.72
6435,0.01,0.704626,32,28,0.415584,0.875
6436,0.01,0.911781,27,22,0.350649,0.814815
6437,0.01,0.847754,25,20,0.324675,0.8
6438,0.01,0.780052,30,28,0.38961,0.933333
6439,0.01,0.824212,30,24,0.38961,0.8
6440,0.01,0.750372,29,27,0.376623,0.931034
6441,0.01,0.789596,23,19,0.298701,0.826087
6442,0.01,0.731965,29,26,0.376623,0.896552
6443,0.01,0.814606,24,21,0.311688,0.875
6444,0.01,0.825759,28,22,0.363636,0.785714
6445,0.01,0.819344,28,23,0.363636,0.821429
6446,0.01,0.812747,27,21,0.350649,0.777778
6447,0.01,0.769969,31,26,0.402597,0.83871
6448,0.01,0.739476,29,23,0.376623,0.793103
