con,pro,overlap_ratio,track,cure,cer,max_compression_ratio,repetition,n_segments
con_003.wav,pro_015.wav,0.05,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.05,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.05,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.05,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.1,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.1,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.1,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.1,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.1,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.1,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.1,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.1,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.1,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.1,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.15,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.15,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.15,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.15,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.15,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.15,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.15,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.15,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.15,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.15,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.2,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.2,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.2,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.2,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.2,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.2,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.2,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.2,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.2,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.2,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.25,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.25,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.25,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.25,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.25,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.25,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.25,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.25,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.25,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.25,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.3,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.3,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.3,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.3,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.3,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.3,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.3,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.3,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.3,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.3,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.35,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.35,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.35,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.35,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.35,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.35,spk2,greedy_baseline,0.428571,0.6857,0,1
con_003.wav,pro_015.wav,0.35,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.35,spk2,halluc_silence,0.428571,0.6857,0,1
con_003.wav,pro_015.wav,0.35,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.35,spk2,beam5,0.428571,0.6857,0,1
con_003.wav,pro_015.wav,0.4,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.4,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.4,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.4,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.4,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.4,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.4,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.4,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.4,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.4,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.45,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.45,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.45,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.45,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.45,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.45,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.45,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.45,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.45,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.45,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.5,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.5,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.5,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.5,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.5,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.5,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.5,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.5,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.5,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.5,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.6,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.6,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.6,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.6,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.6,spk1,beam5,0.818182,0.7105,0,1
con_003.wav,pro_015.wav,0.6,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.6,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.6,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.6,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.6,spk2,beam5,0.428571,0.6562,0,1
con_003.wav,pro_015.wav,0.7,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.7,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.7,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.7,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.7,spk1,beam5,0.818182,0.775,0,1
con_003.wav,pro_015.wav,0.7,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.7,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.7,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.7,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.7,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.8,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.8,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.8,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.8,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.8,spk1,beam5,1.0,0.7179,0,1
con_003.wav,pro_015.wav,0.8,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.8,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.8,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.8,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.8,spk2,beam5,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.9,spk1,greedy_baseline,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.9,spk1,silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.9,spk1,halluc_silence,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.9,spk1,halluc_silence_trim,0.909091,0.7105,0,1
con_003.wav,pro_015.wav,0.9,spk1,beam5,0.818182,0.775,0,1
con_003.wav,pro_015.wav,0.9,spk2,greedy_baseline,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.9,spk2,silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.9,spk2,halluc_silence,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.9,spk2,halluc_silence_trim,0.285714,0.6562,0,1
con_003.wav,pro_015.wav,0.9,spk2,beam5,0.285714,0.6562,0,1
con_004.wav,pro_007.wav,0.0,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.0,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.0,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.0,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.0,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.0,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.0,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.0,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.0,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.0,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.05,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.05,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.05,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.05,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.05,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.05,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.05,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.05,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.05,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.05,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.1,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.1,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.1,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.1,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.1,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.1,spk2,greedy_baseline,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.1,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.1,spk2,halluc_silence,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.1,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.1,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.15,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.15,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.15,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.15,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.15,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.15,spk2,greedy_baseline,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.15,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.15,spk2,halluc_silence,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.15,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.15,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.2,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.2,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.2,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.2,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.2,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.2,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.2,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.2,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.2,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.2,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.25,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.25,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.25,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.25,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.25,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.25,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.25,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.25,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.25,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.25,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.3,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.3,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.3,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.3,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.3,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.3,spk2,greedy_baseline,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.3,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.3,spk2,halluc_silence,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.3,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.3,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.35,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.35,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.35,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.35,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.35,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.35,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.35,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.35,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.35,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.35,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.4,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.4,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.4,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.4,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.4,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.4,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.4,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.4,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.4,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.4,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.45,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.45,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.45,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.45,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.45,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.45,spk2,greedy_baseline,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.45,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.45,spk2,halluc_silence,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.45,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.45,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.5,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.5,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.5,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.5,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.5,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.5,spk2,greedy_baseline,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.5,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.5,spk2,halluc_silence,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.5,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.5,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.6,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.6,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.6,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.6,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.6,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.6,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.6,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.6,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.6,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.6,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.7,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.7,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.7,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.7,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.7,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.7,spk2,greedy_baseline,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.7,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.7,spk2,halluc_silence,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.7,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.7,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.8,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.8,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.8,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.8,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.8,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.8,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.8,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.8,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.8,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.8,spk2,beam5,0.444444,0.7317,0,1
con_004.wav,pro_007.wav,0.9,spk1,greedy_baseline,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.9,spk1,silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.9,spk1,halluc_silence,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.9,spk1,halluc_silence_trim,0.777778,0.6667,0,1
con_004.wav,pro_007.wav,0.9,spk1,beam5,0.888889,0.6207,0,1
con_004.wav,pro_007.wav,0.9,spk2,greedy_baseline,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.9,spk2,silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.9,spk2,halluc_silence,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.9,spk2,halluc_silence_trim,0.222222,0.7317,0,1
con_004.wav,pro_007.wav,0.9,spk2,beam5,0.444444,0.7317,0,1
con_005.wav,pro_014.wav,0.0,spk1,greedy_baseline,0.444444,0.7105,0,1
con_005.wav,pro_014.wav,0.0,spk1,silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.0,spk1,halluc_silence,0.444444,0.7105,0,1
con_005.wav,pro_014.wav,0.0,spk1,halluc_silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.0,spk1,beam5,0.666667,0.7105,0,1
con_005.wav,pro_014.wav,0.0,spk2,greedy_baseline,0.727273,0.75,0,1
con_005.wav,pro_014.wav,0.0,spk2,silence_trim,0.545455,0.7692,0,1
con_005.wav,pro_014.wav,0.0,spk2,halluc_silence,0.727273,0.75,0,1
con_005.wav,pro_014.wav,0.0,spk2,halluc_silence_trim,0.545455,0.7692,0,1
con_005.wav,pro_014.wav,0.0,spk2,beam5,0.727273,0.75,0,1
con_005.wav,pro_014.wav,0.05,spk1,greedy_baseline,0.444444,0.7105,0,1
con_005.wav,pro_014.wav,0.05,spk1,silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.05,spk1,halluc_silence,0.444444,0.7105,0,1
con_005.wav,pro_014.wav,0.05,spk1,halluc_silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.05,spk1,beam5,0.666667,0.7105,0,1
con_005.wav,pro_014.wav,0.05,spk2,greedy_baseline,0.636364,0.766,0,1
con_005.wav,pro_014.wav,0.05,spk2,silence_trim,0.545455,0.7692,0,1
con_005.wav,pro_014.wav,0.05,spk2,halluc_silence,0.636364,0.766,0,1
con_005.wav,pro_014.wav,0.05,spk2,halluc_silence_trim,0.545455,0.7692,0,1
con_005.wav,pro_014.wav,0.05,spk2,beam5,0.636364,0.766,0,1
con_005.wav,pro_014.wav,0.1,spk1,greedy_baseline,0.555556,0.7105,0,1
con_005.wav,pro_014.wav,0.1,spk1,silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.1,spk1,halluc_silence,0.555556,0.7105,0,1
con_005.wav,pro_014.wav,0.1,spk1,halluc_silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.1,spk1,beam5,0.666667,0.7105,0,1
con_005.wav,pro_014.wav,0.1,spk2,greedy_baseline,0.818182,0.766,0,1
con_005.wav,pro_014.wav,0.1,spk2,silence_trim,0.545455,0.7692,0,1
con_005.wav,pro_014.wav,0.1,spk2,halluc_silence,0.818182,0.766,0,1
con_005.wav,pro_014.wav,0.1,spk2,halluc_silence_trim,0.545455,0.7692,0,1
con_005.wav,pro_014.wav,0.1,spk2,beam5,0.727273,0.766,0,1
con_005.wav,pro_014.wav,0.15,spk1,greedy_baseline,0.555556,0.7105,0,1
con_005.wav,pro_014.wav,0.15,spk1,silence_trim,0.444444,0.75,0,1
con_005.wav,pro_014.wav,0.15,spk1,halluc_silence,0.555556,0.7105,0,1
